"year","cir.physint","cir.disap","cir.kill","cir.polpris","cir.tort","cir.newempinx","cir.assn","cir.formov","cir.dommov","cir.speech","cir.elecsd","cir.newrelfre","cir.worker","cir.wecon","cir.wopol","cir.wosoc","cir.injud","sftgcode"
2004,6,2,1,2,1,13,2,2,2,2,2,2,1,2,2,0,2,"BHM"
2005,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,NA,2,"BHM"
2006,6,2,1,2,1,10,2,2,2,1,2,0,1,2,2,NA,1,"BHM"
2007,6,2,1,2,1,13,2,2,2,2,2,2,1,2,3,0,2,"BHM"
2008,6,2,1,2,1,11,2,2,2,2,1,1,1,3,3,NA,2,"BHM"
2009,6,2,1,2,1,13,2,2,2,2,2,2,1,3,2,NA,2,"BHM"
2010,6,2,1,2,1,13,2,2,2,2,2,2,1,2,2,NA,2,"BHM"
2011,6,2,1,2,1,12,2,2,2,2,1,2,1,2,2,NA,1,"BHM"
1981,5,2,1,1,1,6,0,2,1,0,1,2,0,1,0,0,2,"BAH"
1982,5,1,2,1,1,5,0,2,1,1,0,0,1,2,0,0,2,"BAH"
1983,5,2,2,1,0,6,0,2,1,1,0,1,1,2,0,0,2,"BAH"
1984,4,1,2,0,1,4,0,2,1,0,0,1,0,1,0,0,1,"BAH"
1985,5,2,2,0,1,2,0,2,0,0,0,0,0,1,0,0,2,"BAH"
1986,6,2,2,0,2,6,0,2,1,1,0,1,1,2,0,0,2,"BAH"
1987,5,2,2,0,1,4,0,2,1,0,0,1,0,1,0,0,1,"BAH"
1988,6,2,2,1,1,5,0,2,1,0,0,1,1,1,0,0,1,"BAH"
1989,5,2,2,1,0,6,0,2,1,1,0,1,1,1,0,0,1,"BAH"
1990,5,2,2,0,1,4,0,2,1,0,0,1,0,1,0,0,1,"BAH"
1991,6,2,2,0,2,5,0,2,1,0,0,2,0,1,0,0,0,"BAH"
1992,6,2,2,0,2,4,0,2,1,0,0,1,0,1,0,0,0,"BAH"
1993,5,2,2,0,1,6,0,2,1,1,0,2,0,1,0,0,1,"BAH"
1994,6,2,2,1,1,4,0,2,1,0,0,1,0,1,0,1,1,"BAH"
1995,4,2,1,1,0,3,0,2,1,0,0,0,0,1,0,1,1,"BAH"
1996,3,2,1,0,0,5,0,2,1,1,0,1,0,1,0,1,1,"BAH"
1997,5,2,2,0,1,5,0,2,1,1,0,1,0,1,0,1,1,"BAH"
1998,3,2,1,0,0,4,0,1,1,0,0,1,1,1,0,1,1,"BAH"
1999,5,2,2,0,1,5,0,2,1,1,0,1,0,1,0,1,1,"BAH"
2000,3,2,1,0,0,4,0,2,1,0,0,0,1,1,0,1,1,"BAH"
2001,6,2,2,1,1,5,0,2,1,1,0,1,0,1,0,1,0,"BAH"
2002,7,2,2,2,1,6,0,2,1,1,0,1,1,1,1,1,0,"BAH"
2003,7,2,2,2,1,6,0,2,2,0,0,1,1,1,1,1,0,"BAH"
2004,6,2,2,1,1,6,1,2,1,0,0,1,1,1,2,1,0,"BAH"
2005,6,2,2,1,1,3,0,2,1,0,0,0,0,1,1,NA,0,"BAH"
2006,6,2,2,1,1,4,1,2,1,0,0,0,0,1,1,NA,0,"BAH"
2007,6,2,2,1,1,6,1,2,1,0,1,0,1,1,1,0,0,"BAH"
2008,6,2,2,1,1,7,0,2,2,0,0,2,1,1,2,NA,1,"BAH"
2009,7,2,2,2,1,5,0,2,2,0,0,1,0,1,2,NA,1,"BAH"
2010,5,2,2,1,0,4,0,1,2,0,0,1,0,1,1,NA,1,"BAH"
2011,0,0,0,0,0,3,0,1,2,0,0,0,0,0,2,NA,1,"BAH"
1981,5,2,2,0,1,10,2,2,1,1,1,2,1,0,2,0,1,"BNG"
1982,4,1,1,1,1,7,1,2,1,0,0,1,2,0,0,0,1,"BNG"
1983,4,1,1,1,1,5,1,1,1,0,0,0,2,0,0,0,1,"BNG"
1984,5,2,1,1,1,5,1,2,1,0,0,0,1,0,0,0,1,"BNG"
1985,4,2,1,0,1,6,1,2,1,0,0,0,2,0,0,0,1,"BNG"
1986,5,2,1,1,1,8,1,2,1,0,1,2,1,0,2,0,2,"BNG"
1987,4,2,0,1,1,8,1,2,1,0,1,2,1,0,2,0,1,"BNG"
1988,4,2,0,1,1,9,1,2,1,1,1,1,2,0,2,0,2,"BNG"
1989,5,2,1,1,1,8,1,1,1,1,1,1,2,0,2,0,2,"BNG"
1990,3,2,0,0,1,4,1,1,1,0,0,0,1,1,2,0,1,"BNG"
1991,4,2,1,1,0,10,2,2,1,1,1,2,1,1,2,1,1,"BNG"
1992,1,1,0,0,0,8,1,2,1,1,1,1,1,1,2,1,1,"BNG"
1993,5,2,1,1,1,6,1,2,1,1,0,0,1,1,2,1,2,"BNG"
1994,3,2,1,0,0,7,1,2,1,0,1,1,1,1,2,1,2,"BNG"
1995,3,2,1,0,0,9,1,2,2,1,1,1,1,1,2,1,1,"BNG"
1996,3,1,1,1,0,9,1,2,2,1,1,1,1,1,2,1,1,"BNG"
1997,4,2,1,1,0,9,1,2,2,1,1,1,1,1,2,1,1,"BNG"
1998,3,2,0,0,1,8,1,2,2,1,0,1,1,1,2,1,1,"BNG"
1999,4,2,1,1,0,9,1,2,1,1,1,2,1,1,2,1,1,"BNG"
2000,2,1,0,1,0,7,0,2,1,0,1,2,1,1,2,1,1,"BNG"
2001,4,2,1,1,0,8,0,2,1,1,1,1,2,1,2,1,1,"BNG"
2002,1,1,0,0,0,7,0,1,1,1,2,2,0,1,2,1,1,"BNG"
2003,0,0,0,0,0,6,0,2,1,0,2,1,0,1,1,1,0,"BNG"
2004,1,1,0,0,0,7,1,2,1,0,2,1,0,1,1,1,0,"BNG"
2005,0,0,0,0,0,8,1,2,1,1,2,1,0,1,2,NA,0,"BNG"
2006,1,1,0,0,0,7,1,1,1,1,2,1,0,1,2,NA,0,"BNG"
2007,0,0,0,0,0,6,0,1,2,0,2,1,0,2,2,0,0,"BNG"
2008,1,1,0,0,0,7,0,1,2,1,1,2,0,1,1,NA,0,"BNG"
2009,1,1,0,0,0,7,1,1,2,1,1,1,0,1,2,NA,0,"BNG"
2010,2,1,0,1,0,7,1,1,2,0,1,1,1,1,2,NA,0,"BNG"
2011,2,1,0,1,0,7,1,1,2,1,1,1,0,1,2,NA,0,"BNG"
1981,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1982,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1983,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1984,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1985,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1986,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1987,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1988,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1989,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1990,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1991,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1992,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1993,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1994,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1995,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1996,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1997,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1998,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
1999,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
2000,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
2001,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,1,2,"BAR"
2002,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,2,"BAR"
2003,7,2,2,2,1,14,2,2,2,2,2,2,2,2,3,1,2,"BAR"
2004,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,3,2,"BAR"
2005,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,NA,2,"BAR"
2006,6,2,1,2,1,14,2,2,2,2,2,2,2,2,3,NA,2,"BAR"
2007,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,2,2,"BAR"
2008,6,2,2,1,1,11,2,2,2,1,2,0,2,2,2,NA,2,"BAR"
2009,7,2,2,2,1,13,2,2,2,2,2,2,1,2,2,NA,2,"BAR"
2010,7,2,2,2,1,13,2,2,2,2,2,2,1,2,2,NA,2,"BAR"
2011,7,2,2,2,1,12,2,2,2,1,2,2,1,2,2,NA,2,"BAR"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLR"
1992,5,2,1,2,0,5,2,0,0,1,1,1,0,1,1,1,0,"BLR"
1993,7,2,2,2,1,7,1,0,0,2,2,1,1,1,1,1,1,"BLR"
1994,7,2,2,2,1,7,2,0,1,1,1,1,1,2,1,1,0,"BLR"
1995,5,2,2,1,0,5,1,0,1,1,0,1,1,2,1,1,0,"BLR"
1996,4,2,2,0,0,3,0,0,1,0,0,1,1,2,1,2,0,"BLR"
1997,5,2,2,1,0,2,0,0,1,0,0,0,1,1,2,2,0,"BLR"
1998,4,2,2,0,0,3,0,0,1,1,0,0,1,1,2,1,0,"BLR"
1999,5,2,2,1,0,3,0,0,1,0,0,1,1,1,2,2,0,"BLR"
2000,4,1,2,0,1,4,0,0,1,0,0,1,2,1,2,1,0,"BLR"
2001,5,2,2,1,0,2,0,0,1,0,0,0,1,1,2,2,0,"BLR"
2002,5,2,2,1,0,1,0,0,1,0,0,0,0,1,2,2,0,"BLR"
2003,5,2,2,1,0,1,0,0,1,0,0,0,0,1,2,2,0,"BLR"
2004,3,2,1,0,0,2,0,0,1,0,1,0,0,1,3,2,0,"BLR"
2005,5,2,1,1,1,1,0,0,1,0,0,0,0,1,2,NA,0,"BLR"
2006,4,2,2,0,0,1,0,0,1,0,0,0,0,1,2,NA,0,"BLR"
2007,4,2,2,0,0,3,0,1,1,0,1,0,0,2,2,2,0,"BLR"
2008,4,2,2,0,0,4,0,1,1,0,0,2,0,1,3,NA,0,"BLR"
2009,3,1,2,0,0,2,0,1,1,0,0,0,0,1,3,NA,0,"BLR"
2010,2,1,1,0,0,2,0,1,1,0,0,0,0,1,2,NA,0,"BLR"
2011,4,2,2,0,0,2,0,1,1,0,0,0,0,1,2,NA,0,"BLR"
1981,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"BEL"
1982,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1983,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1984,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"BEL"
1985,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1986,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1987,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"BEL"
1988,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1989,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1990,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"BEL"
1991,8,2,2,2,2,14,2,2,2,2,2,2,2,3,2,3,2,"BEL"
1992,8,2,2,2,2,13,2,2,2,2,2,1,2,2,2,2,2,"BEL"
1993,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"BEL"
1994,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,-999,2,"BEL"
1995,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BEL"
1996,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"BEL"
1997,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"BEL"
1998,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,3,2,"BEL"
1999,7,2,2,2,1,12,2,2,2,1,2,1,2,2,2,3,2,"BEL"
2000,8,2,2,2,2,12,2,2,2,1,2,1,2,2,2,3,2,"BEL"
2001,7,2,2,2,1,12,2,2,2,1,2,1,2,2,2,3,2,"BEL"
2002,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,3,2,"BEL"
2003,8,2,2,2,2,13,2,2,2,1,2,2,2,3,3,3,2,"BEL"
2004,7,2,2,2,1,13,2,2,2,1,2,2,2,3,3,3,2,"BEL"
2005,8,2,2,2,2,12,2,2,2,1,2,1,2,3,3,NA,2,"BEL"
2006,8,2,2,2,2,12,2,2,2,1,2,1,2,2,3,NA,2,"BEL"
2007,8,2,2,2,2,12,2,2,2,1,2,1,2,2,3,2,2,"BEL"
2008,7,2,2,2,1,13,2,2,2,1,2,2,2,1,3,NA,2,"BEL"
2009,7,2,2,2,1,13,2,2,2,1,2,2,2,2,3,NA,2,"BEL"
2010,7,2,2,2,1,13,2,2,2,1,2,2,2,2,3,NA,2,"BEL"
2011,8,2,2,2,2,12,2,2,2,1,2,1,2,2,3,NA,2,"BEL"
1981,8,2,2,2,2,11,2,2,2,0,1,2,2,2,2,2,2,"BLZ"
1982,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BLZ"
1983,8,2,2,2,2,13,2,2,2,1,2,2,2,2,2,2,2,"BLZ"
1984,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,2,"BLZ"
1985,8,2,2,2,2,13,2,2,2,1,2,2,2,1,2,2,2,"BLZ"
1986,8,2,2,2,2,13,2,2,2,1,2,2,2,1,2,2,2,"BLZ"
1987,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,2,"BLZ"
1988,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,2,"BLZ"
1989,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,1,2,"BLZ"
1990,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,2,2,"BLZ"
1991,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,1,1,"BLZ"
1992,8,2,2,2,2,14,2,2,2,2,2,2,2,2,2,2,1,"BLZ"
1993,6,2,1,2,1,13,2,2,2,1,2,2,2,2,2,2,1,"BLZ"
1994,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,2,1,"BLZ"
1995,7,2,2,2,1,13,2,2,2,1,2,2,2,2,2,2,1,"BLZ"
1996,7,2,2,2,1,13,2,2,2,1,2,2,2,1,2,1,1,"BLZ"
1997,7,2,2,2,1,13,2,2,2,1,2,2,2,1,2,1,1,"BLZ"
1998,7,2,2,2,1,13,2,2,2,1,2,2,2,1,2,1,1,"BLZ"
1999,7,2,2,2,1,13,2,2,2,1,2,2,2,1,2,1,1,"BLZ"
2000,5,2,1,2,0,13,2,2,2,1,2,2,2,1,2,1,1,"BLZ"
2001,7,2,2,2,1,13,2,2,2,1,2,2,2,1,2,1,1,"BLZ"
2002,6,2,1,2,1,11,1,2,2,1,2,2,1,2,2,1,2,"BLZ"
2003,6,2,1,2,1,13,2,2,2,2,2,2,1,1,2,2,2,"BLZ"
2004,5,2,1,2,0,13,2,2,2,2,2,2,1,2,2,2,2,"BLZ"
2005,5,2,1,2,0,13,2,2,2,2,2,2,1,1,2,NA,2,"BLZ"
2006,6,2,2,2,0,13,2,2,2,2,2,2,1,1,2,NA,2,"BLZ"
2007,7,2,2,2,1,13,2,2,2,2,2,2,1,2,2,-999,2,"BLZ"
2008,6,2,1,2,1,12,2,2,2,1,2,2,1,2,3,NA,2,"BLZ"
2009,6,2,1,2,1,13,2,2,2,2,2,2,1,2,2,NA,2,"BLZ"
2010,6,2,1,2,1,14,2,2,2,2,2,2,2,2,2,NA,2,"BLZ"
2011,7,2,2,2,1,14,2,2,2,2,2,2,2,2,2,NA,2,"BLZ"
1981,5,2,2,0,1,5,0,2,2,0,1,0,0,1,2,1,0,"BEN"
1982,7,2,2,1,2,6,0,2,2,0,1,1,0,2,2,1,0,"BEN"
1983,6,2,2,1,1,6,1,2,2,0,0,1,0,2,2,2,0,"BEN"
1984,6,2,2,1,1,7,1,2,2,0,1,1,0,2,1,1,1,"BEN"
1985,4,2,2,0,0,8,1,2,2,0,1,1,1,2,2,2,2,"BEN"
1986,6,2,2,1,1,6,0,2,2,0,1,1,0,2,2,2,2,"BEN"
1987,4,2,1,0,1,7,0,2,2,0,1,2,0,2,2,1,1,"BEN"
1988,3,2,1,0,0,6,0,2,2,0,0,2,0,2,2,2,0,"BEN"
1989,5,2,2,0,1,9,1,2,2,1,0,2,1,2,2,2,0,"BEN"
1990,8,2,2,2,2,9,1,2,2,1,1,2,0,2,2,1,1,"BEN"
1991,8,2,2,2,2,13,2,2,2,2,2,2,1,1,2,1,2,"BEN"
1992,6,2,2,1,1,11,2,1,2,1,2,2,1,1,2,1,2,"BEN"
1993,8,2,2,2,2,10,2,1,2,1,1,2,1,1,2,1,1,"BEN"
1994,6,2,2,1,1,12,2,1,2,2,2,2,1,1,2,1,1,"BEN"
1995,8,2,2,2,2,11,1,1,2,2,2,2,1,1,2,1,1,"BEN"
1996,8,2,2,2,2,11,2,1,2,1,2,2,1,1,2,1,1,"BEN"
1997,8,2,2,2,2,11,2,1,2,1,2,2,1,1,2,1,1,"BEN"
1998,7,2,1,2,2,13,2,1,2,2,2,2,2,1,2,1,1,"BEN"
1999,8,2,2,2,2,11,2,1,2,1,2,2,1,1,2,1,1,"BEN"
2000,7,2,2,2,1,13,2,1,2,2,2,2,2,1,2,1,1,"BEN"
2001,7,2,2,2,1,11,2,1,2,1,2,2,1,1,2,1,1,"BEN"
2002,7,2,2,2,1,10,1,1,2,1,2,2,1,1,2,1,1,"BEN"
2003,6,2,2,2,0,10,2,1,2,1,1,2,1,1,2,1,1,"BEN"
2004,7,2,2,2,1,10,2,1,2,1,1,2,1,1,2,1,1,"BEN"
2005,7,2,2,2,1,9,1,1,2,1,1,2,1,1,2,NA,1,"BEN"
2006,6,2,2,1,1,11,2,1,2,1,2,2,1,1,2,NA,0,"BEN"
2007,5,2,1,2,0,9,1,2,0,1,2,2,1,1,2,0,0,"BEN"
2008,6,2,2,2,0,6,1,2,0,0,1,1,1,0,2,NA,0,"BEN"
2009,5,2,1,2,0,8,1,2,0,1,1,2,1,1,2,NA,0,"BEN"
2010,4,1,1,2,0,8,1,2,0,1,1,2,1,1,2,NA,1,"BEN"
2011,5,2,1,2,0,9,1,2,0,1,2,2,1,1,2,NA,1,"BEN"
1981,8,2,2,2,2,7,0,2,2,1,0,2,0,2,1,2,1,"BHU"
1982,7,2,2,2,1,7,0,2,2,1,0,2,0,1,1,1,1,"BHU"
1983,7,2,2,2,1,7,0,2,2,1,0,2,0,1,1,1,1,"BHU"
1984,8,2,2,2,2,7,0,2,2,1,0,2,0,1,1,1,1,"BHU"
1985,8,2,2,2,2,8,0,2,2,2,0,2,0,1,1,1,1,"BHU"
1986,8,2,2,2,2,10,1,2,2,2,1,2,0,1,1,1,1,"BHU"
1987,8,2,2,2,2,8,1,2,2,1,0,2,0,1,1,1,1,"BHU"
1988,8,2,2,2,2,7,0,2,2,1,0,2,0,1,1,1,1,"BHU"
1989,7,2,2,1,2,7,0,2,2,1,0,2,0,1,1,1,1,"BHU"
1990,3,0,1,0,2,5,0,2,2,0,0,1,0,1,1,1,1,"BHU"
1991,1,0,1,0,0,5,0,2,2,1,0,0,0,1,1,1,0,"BHU"
1992,1,0,1,0,0,6,0,2,2,1,0,1,0,1,1,1,0,"BHU"
1993,2,0,2,0,0,3,0,1,2,0,0,0,0,1,1,2,0,"BHU"
1994,4,2,1,0,1,4,0,1,2,1,0,0,0,1,1,2,0,"BHU"
1995,4,2,1,0,1,3,0,1,2,0,0,0,0,2,1,2,0,"BHU"
1996,6,2,2,0,2,4,0,2,2,0,0,0,0,2,1,2,0,"BHU"
1997,5,2,2,0,1,4,0,1,2,0,0,1,0,2,1,2,0,"BHU"
1998,5,2,2,0,1,4,0,2,2,0,0,0,0,2,1,2,0,"BHU"
1999,5,2,2,0,1,2,0,1,1,0,0,0,0,2,1,2,0,"BHU"
2000,4,2,1,0,1,4,0,2,2,0,0,0,0,2,1,2,0,"BHU"
2001,6,2,2,0,2,3,0,1,2,0,0,0,0,2,1,2,0,"BHU"
2002,5,2,2,0,1,4,0,2,2,0,0,0,0,2,1,2,0,"BHU"
2003,5,2,2,0,1,4,0,1,1,1,0,1,0,2,1,1,0,"BHU"
2004,6,2,2,0,2,4,1,1,1,1,0,0,0,2,2,2,1,"BHU"
2005,6,2,2,0,2,3,0,1,1,1,0,0,0,2,2,NA,2,"BHU"
2006,6,2,2,0,2,3,0,1,1,1,0,0,0,2,2,NA,1,"BHU"
2007,6,2,2,0,2,4,0,0,1,1,1,1,0,3,1,2,2,"BHU"
2008,4,1,2,0,1,4,0,0,1,1,0,2,0,3,2,NA,2,"BHU"
2009,5,2,2,0,1,3,0,0,1,1,0,1,0,3,1,NA,2,"BHU"
2010,5,2,2,0,1,4,0,0,2,1,0,1,0,3,2,NA,2,"BHU"
2011,5,2,2,0,1,6,0,0,2,2,1,1,0,2,2,NA,2,"BHU"
1981,2,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,"BOL"
1982,1,0,1,0,0,9,1,2,1,1,2,1,1,1,1,1,0,"BOL"
1983,4,1,1,1,1,14,2,2,2,2,2,2,2,1,1,0,1,"BOL"
1984,5,2,1,1,1,13,2,2,2,2,1,2,2,0,1,0,1,"BOL"
1985,4,2,2,0,0,10,1,2,2,1,1,2,1,1,2,1,2,"BOL"
1986,5,2,2,0,1,9,1,2,2,2,1,0,1,1,2,1,1,"BOL"
1987,6,2,2,1,1,8,1,2,2,1,1,0,1,1,2,1,1,"BOL"
1988,5,2,1,1,1,11,2,2,2,2,1,1,1,1,2,1,2,"BOL"
1989,7,2,2,2,1,10,2,2,2,2,1,0,1,1,2,1,1,"BOL"
1990,5,2,1,1,1,11,2,2,2,2,1,1,1,1,2,1,1,"BOL"
1991,7,2,2,2,1,12,2,2,2,2,1,2,1,1,2,1,1,"BOL"
1992,6,2,1,2,1,12,2,2,2,2,1,2,1,1,-999,1,1,"BOL"
1993,6,2,1,2,1,10,2,2,2,2,1,0,1,1,-999,1,1,"BOL"
1994,6,2,1,2,1,12,2,2,2,2,1,2,1,1,1,1,1,"BOL"
1995,5,2,1,1,1,12,2,2,2,2,1,2,1,1,1,1,1,"BOL"
1996,7,2,2,2,1,12,2,2,2,1,2,2,1,1,1,1,1,"BOL"
1997,7,2,2,2,1,12,2,2,2,1,2,2,1,1,1,1,1,"BOL"
1998,4,2,1,1,0,12,2,2,2,1,2,2,1,1,1,1,1,"BOL"
1999,7,2,2,2,1,11,2,2,2,1,2,1,1,1,2,1,1,"BOL"
2000,4,2,1,1,0,11,2,2,2,1,2,1,1,1,2,1,1,"BOL"
2001,7,2,2,2,1,11,2,2,2,1,2,1,1,1,2,1,1,"BOL"
2002,7,2,2,2,1,11,2,2,2,1,2,2,0,1,2,1,1,"BOL"
2003,4,2,0,2,0,10,1,2,2,1,2,2,0,1,2,1,1,"BOL"
2004,6,2,1,2,1,10,2,2,1,1,2,2,0,1,2,1,1,"BOL"
2005,6,2,1,2,1,10,2,2,2,1,1,2,0,1,2,NA,1,"BOL"
2006,6,2,1,2,1,10,2,2,1,1,2,2,0,1,2,NA,0,"BOL"
2007,6,2,1,2,1,10,1,2,2,1,2,2,0,2,2,2,1,"BOL"
2008,5,2,1,1,1,8,1,2,2,1,1,1,0,1,2,NA,0,"BOL"
2009,6,2,2,1,1,11,2,2,2,1,2,2,0,1,2,NA,0,"BOL"
2010,5,2,1,1,1,12,2,2,2,1,2,2,1,1,3,NA,0,"BOL"
2011,5,2,1,1,1,11,1,2,2,1,2,2,1,1,3,NA,0,"BOL"
1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOS"
1992,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"BOS"
1993,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"BOS"
1994,NA,-77,-77,-77,-77,NA,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,"BOS"
1995,NA,-66,-66,-66,-66,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66,-77,-66,"BOS"
1996,NA,-66,-66,-66,-66,NA,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,"BOS"
