"sftgcode","year","eth.frac","eth.largest","eth.ratio","rel.frac","rel.largest","rel.ratio"
"SYR",1994,0.209,0.886,12.15,0.414,0.751,6.64
"SYR",1995,0.209,0.886,12.05,0.413,0.752,6.64
"SYR",1996,0.209,0.886,11.95,0.413,0.752,6.65
"SYR",1997,0.209,0.886,11.86,0.413,0.752,6.65
"SYR",1998,0.21,0.885,11.76,0.412,0.753,6.65
"SYR",1999,0.21,0.885,11.67,0.412,0.753,6.65
"SYR",2000,0.21,0.885,11.58,0.411,0.753,6.65
"SYR",2001,0.21,0.885,11.49,0.411,0.754,6.65
"SYR",2002,0.211,0.885,11.4,0.411,0.754,6.65
"SYR",2003,0.211,0.884,11.31,0.41,0.754,6.65
"SYR",2004,0.211,0.884,11.22,0.41,0.755,6.65
"SYR",2005,0.211,0.884,11.13,0.41,0.755,6.66
"SYR",2006,0.212,0.884,11.04,0.409,0.755,6.66
"SYR",2007,0.212,0.884,10.95,0.409,0.755,6.66
"SYR",2008,0.212,0.884,10.87,0.408,0.756,6.66
"SYR",2009,0.212,0.883,10.78,0.408,0.756,6.66
"SYR",2010,0.213,0.883,10.7,0.408,0.756,6.66
"SYR",2011,0.213,0.883,10.61,0.407,0.757,6.66
"SYR",2012,0.213,0.883,10.53,0.407,0.757,6.66
"SYR",2013,0.213,0.883,10.44,0.406,0.757,6.67
"TAJ",1991,0.553,0.616,2.57,0.344,0.793,5.04
"TAJ",1992,0.545,0.624,2.63,0.341,0.795,5.15
"TAJ",1993,0.537,0.632,2.69,0.338,0.798,5.25
"TAJ",1994,0.529,0.639,2.76,0.334,0.801,5.36
"TAJ",1995,0.521,0.647,2.82,0.331,0.803,5.47
"TAJ",1996,0.512,0.655,2.89,0.327,0.806,5.59
"TAJ",1997,0.504,0.663,2.95,0.324,0.808,5.7
"TAJ",1998,0.495,0.67,3.02,0.321,0.811,5.82
"TAJ",1999,0.487,0.678,3.09,0.318,0.813,5.94
"TAJ",2000,0.478,0.685,3.16,0.314,0.816,6.07
"TAJ",2001,0.469,0.693,3.23,0.311,0.818,6.2
"TAJ",2002,0.461,0.7,3.3,0.308,0.82,6.33
"TAJ",2003,0.452,0.707,3.37,0.304,0.823,6.47
"TAJ",2004,0.444,0.714,3.45,0.301,0.825,6.61
"TAJ",2005,0.435,0.721,3.52,0.298,0.827,6.75
"TAJ",2006,0.426,0.728,3.6,0.295,0.83,6.9
"TAJ",2007,0.418,0.735,3.67,0.291,0.832,7.05
"TAJ",2008,0.409,0.741,3.75,0.288,0.834,7.2
"TAJ",2009,0.401,0.748,3.83,0.285,0.836,7.36
"TAJ",2010,0.392,0.754,3.9,0.282,0.839,7.53
"TAJ",2011,0.384,0.76,3.98,0.279,0.841,7.7
"TAJ",2012,0.376,0.767,4.06,0.276,0.843,7.87
"TAJ",2013,0.367,0.773,4.14,0.272,0.845,8.05
"TAW",1949,0.17,0.908,13.08,0.649,0.523,2.2
"TAW",1950,0.172,0.907,12.81,0.653,0.518,2.13
"TAW",1951,0.174,0.906,12.55,0.655,0.512,2.06
"TAW",1952,0.177,0.904,12.29,0.658,0.507,1.99
"TAW",1953,0.179,0.903,12.03,0.661,0.501,1.92
"TAW",1954,0.181,0.901,11.79,0.664,0.495,1.86
"TAW",1955,0.183,0.9,11.54,0.666,0.49,1.8
"TAW",1956,0.186,0.899,11.3,0.668,0.484,1.75
"TAW",1957,0.188,0.897,11.07,0.671,0.479,1.69
"TAW",1958,0.191,0.896,10.84,0.673,0.473,1.64
"TAW",1959,0.193,0.894,10.62,0.675,0.468,1.59
"TAW",1960,0.195,0.893,10.4,0.677,0.463,1.55
"TAW",1961,0.198,0.891,10.18,0.678,0.457,1.5
"TAW",1962,0.201,0.889,9.97,0.68,0.452,1.46
"TAW",1963,0.203,0.888,9.76,0.682,0.446,1.42
"TAW",1964,0.206,0.886,9.56,0.683,0.441,1.38
"TAW",1965,0.208,0.884,9.36,0.684,0.435,1.34
"TAW",1966,0.211,0.883,9.17,0.686,0.43,1.31
"TAW",1967,0.214,0.881,8.98,0.687,0.424,1.27
"TAW",1968,0.217,0.879,8.79,0.688,0.419,1.24
"TAW",1969,0.22,0.877,8.61,0.689,0.414,1.2
"TAW",1970,0.222,0.875,8.43,0.69,0.408,1.17
"TAW",1971,0.225,0.874,8.26,0.691,0.403,1.14
"TAW",1972,0.228,0.872,8.09,0.692,0.398,1.11
"TAW",1973,0.231,0.87,7.92,0.692,0.393,1.09
"TAW",1974,0.234,0.868,7.76,0.693,0.387,1.06
"TAW",1975,0.237,0.866,7.6,0.693,0.382,1.03
"TAW",1976,0.24,0.864,7.44,0.694,0.377,1.01
"TAW",1977,0.243,0.861,7.28,0.694,0.379,1.02
"TAW",1978,0.247,0.859,7.13,0.694,0.383,1.04
"TAW",1979,0.25,0.857,6.98,0.695,0.386,1.07
"TAW",1980,0.253,0.855,6.84,0.695,0.39,1.1
"TAW",1981,0.256,0.853,6.7,0.695,0.394,1.12
"TAW",1982,0.259,0.85,6.56,0.695,0.398,1.15
"TAW",1983,0.263,0.848,6.42,0.695,0.401,1.18
"TAW",1984,0.266,0.846,6.29,0.695,0.405,1.2
"TAW",1985,0.269,0.843,6.16,0.695,0.408,1.23
"TAW",1986,0.273,0.841,6.03,0.694,0.412,1.26
"TAW",1987,0.276,0.839,5.9,0.694,0.415,1.29
"TAW",1988,0.28,0.836,5.78,0.694,0.418,1.32
"TAW",1989,0.283,0.833,5.66,0.694,0.421,1.35
"TAW",1990,0.287,0.831,5.54,0.693,0.424,1.38
"TAW",1991,0.29,0.828,5.43,0.693,0.427,1.41
"TAW",1992,0.294,0.826,5.32,0.692,0.43,1.44
"TAW",1993,0.297,0.823,5.21,0.692,0.433,1.47
"TAW",1994,0.301,0.82,5.1,0.692,0.435,1.51
"TAW",1995,0.305,0.817,4.99,0.691,0.438,1.54
"TAW",1996,0.308,0.815,4.89,0.69,0.44,1.57
"TAW",1997,0.312,0.812,4.79,0.69,0.443,1.61
"TAW",1998,0.316,0.809,4.69,0.689,0.445,1.64
"TAW",1999,0.32,0.806,4.59,0.689,0.447,1.67
"TAW",2000,0.323,0.803,4.49,0.688,0.449,1.71
"TAW",2001,0.327,0.8,4.4,0.688,0.451,1.75
"TAW",2002,0.331,0.797,4.31,0.687,0.453,1.78
"TAW",2003,0.335,0.794,4.22,0.686,0.455,1.82
"TAW",2004,0.338,0.79,4.13,0.686,0.457,1.86
"TAW",2005,0.342,0.787,4.04,0.685,0.458,1.89
"TAW",2006,0.346,0.784,3.96,0.684,0.46,1.93
"TAW",2007,0.35,0.781,3.88,0.684,0.461,1.97
"TAW",2008,0.354,0.777,3.8,0.683,0.463,2.01
"TAW",2009,0.357,0.774,3.72,0.682,0.464,2.05
"TAW",2010,0.361,0.77,3.64,0.681,0.465,2.09
"TAW",2011,0.365,0.767,3.56,0.681,0.466,2.09
"TAW",2012,0.369,0.764,3.49,0.68,0.467,2.06
"TAW",2013,0.373,0.76,3.42,0.679,0.468,2.04
"TAZ",1961,0.732,0.478,4.03,0.661,0.395,1.3
"TAZ",1962,0.728,0.482,4.07,0.662,0.391,1.27
"TAZ",1963,0.725,0.486,4.11,0.662,0.387,1.25
"TAZ",1964,0.721,0.49,4.15,0.663,0.382,1.22
"TAZ",1965,0.718,0.494,4.18,0.664,0.378,1.2
"TAZ",1966,0.715,0.499,4.22,0.664,0.374,1.17
"TAZ",1967,0.711,0.502,4.26,0.665,0.37,1.15
"TAZ",1968,0.708,0.506,4.29,0.665,0.366,1.13
"TAZ",1969,0.705,0.51,4.33,0.665,0.361,1.11
"TAZ",1970,0.702,0.514,4.36,0.666,0.357,1.08
"TAZ",1971,0.698,0.518,4.39,0.666,0.353,1.06
"TAZ",1972,0.695,0.521,4.43,0.666,0.349,1.04
"TAZ",1973,0.692,0.525,4.46,0.666,0.345,1.02
"TAZ",1974,0.689,0.528,4.49,0.666,0.341,1
"TAZ",1975,0.686,0.532,4.52,0.666,0.343,1.02
"TAZ",1976,0.683,0.535,4.55,0.666,0.346,1.04
"TAZ",1977,0.68,0.538,4.58,0.666,0.349,1.06
"TAZ",1978,0.677,0.541,4.61,0.666,0.352,1.08
"TAZ",1979,0.674,0.545,4.64,0.666,0.354,1.09
"TAZ",1980,0.671,0.548,4.67,0.666,0.357,1.09
"TAZ",1981,0.668,0.551,4.7,0.665,0.36,1.1
"TAZ",1982,0.665,0.554,4.73,0.665,0.363,1.1
"TAZ",1983,0.662,0.557,4.76,0.665,0.365,1.1
"TAZ",1984,0.659,0.559,4.78,0.664,0.368,1.11
"TAZ",1985,0.656,0.562,4.81,0.664,0.371,1.11
"TAZ",1986,0.653,0.565,4.84,0.663,0.374,1.12
"TAZ",1987,0.651,0.568,4.86,0.663,0.376,1.12
"TAZ",1988,0.648,0.57,4.89,0.662,0.379,1.12
"TAZ",1989,0.645,0.573,4.91,0.661,0.382,1.13
"TAZ",1990,0.642,0.575,4.94,0.661,0.384,1.13
"TAZ",1991,0.64,0.578,4.96,0.66,0.387,1.14
"TAZ",1992,0.637,0.58,4.99,0.659,0.39,1.14
"TAZ",1993,0.635,0.583,5.01,0.658,0.392,1.14
"TAZ",1994,0.632,0.585,5.03,0.658,0.395,1.15
"TAZ",1995,0.63,0.587,5.06,0.657,0.398,1.15
"TAZ",1996,0.627,0.59,5.08,0.656,0.4,1.16
"TAZ",1997,0.625,0.592,5.1,0.655,0.403,1.16
"TAZ",1998,0.622,0.594,5.12,0.654,0.406,1.16
"TAZ",1999,0.62,0.596,5.14,0.653,0.408,1.17
"TAZ",2000,0.618,0.598,5.16,0.651,0.411,1.17
"TAZ",2001,0.616,0.6,5.18,0.65,0.413,1.18
"TAZ",2002,0.613,0.602,5.2,0.649,0.416,1.18
"TAZ",2003,0.611,0.604,5.22,0.648,0.418,1.18
"TAZ",2004,0.609,0.606,5.24,0.647,0.421,1.19
"TAZ",2005,0.607,0.608,5.26,0.645,0.423,1.19
"TAZ",2006,0.605,0.61,5.28,0.644,0.426,1.19
"TAZ",2007,0.603,0.612,5.3,0.643,0.428,1.2
"TAZ",2008,0.6,0.613,5.32,0.642,0.431,1.2
"TAZ",2009,0.598,0.615,5.34,0.64,0.433,1.2
"TAZ",2010,0.596,0.617,5.36,0.639,0.435,1.21
"TAZ",2011,0.595,0.618,5.37,0.637,0.438,1.21
"TAZ",2012,0.593,0.62,5.39,0.636,0.44,1.22
"TAZ",2013,0.591,0.622,5.41,0.635,0.443,1.22
"THI",1945,0.395,0.756,4.24,0.11,0.942,25.65
"THI",1946,0.395,0.757,4.28,0.11,0.942,25.58
"THI",1947,0.394,0.757,4.32,0.11,0.942,25.5
"THI",1948,0.394,0.758,4.36,0.11,0.943,25.43
"THI",1949,0.393,0.758,4.4,0.11,0.943,25.36
"THI",1950,0.393,0.759,4.44,0.11,0.943,25.29
"THI",1951,0.392,0.76,4.48,0.11,0.943,25.21
"THI",1952,0.392,0.76,4.52,0.109,0.943,25.14
"THI",1953,0.391,0.761,4.56,0.109,0.943,25.07
"THI",1954,0.391,0.762,4.61,0.109,0.943,25
"THI",1955,0.39,0.762,4.65,0.109,0.943,24.93
"THI",1956,0.39,0.763,4.69,0.109,0.943,24.86
"THI",1957,0.389,0.764,4.74,0.109,0.943,24.79
"THI",1958,0.388,0.764,4.78,0.109,0.943,24.72
"THI",1959,0.388,0.765,4.83,0.109,0.943,24.65
"THI",1960,0.387,0.765,4.87,0.108,0.943,24.58
"THI",1961,0.387,0.766,4.92,0.108,0.943,24.51
"THI",1962,0.386,0.767,4.96,0.108,0.944,24.44
"THI",1963,0.386,0.767,5.01,0.108,0.944,24.37
"THI",1964,0.385,0.768,5.06,0.108,0.944,24.3
"THI",1965,0.384,0.768,5.11,0.108,0.944,24.23
"THI",1966,0.384,0.769,5.16,0.108,0.944,24.16
"THI",1967,0.383,0.77,5.2,0.107,0.944,24.09
"THI",1968,0.383,0.77,5.25,0.107,0.944,24.02
"THI",1969,0.382,0.771,5.3,0.107,0.944,23.96
"THI",1970,0.381,0.772,5.35,0.107,0.944,23.89
"THI",1971,0.381,0.772,5.41,0.107,0.944,23.82
"THI",1972,0.38,0.773,5.46,0.107,0.944,23.75
"THI",1973,0.38,0.773,5.51,0.107,0.944,23.68
"THI",1974,0.379,0.774,5.56,0.107,0.944,23.62
"THI",1975,0.378,0.775,5.62,0.106,0.944,23.55
"THI",1976,0.378,0.775,5.67,0.106,0.944,23.48
"THI",1977,0.377,0.776,5.72,0.106,0.945,23.42
"THI",1978,0.376,0.776,5.78,0.106,0.945,23.35
"THI",1979,0.376,0.777,5.83,0.106,0.945,23.28
"THI",1980,0.375,0.778,5.89,0.106,0.945,23.22
"THI",1981,0.374,0.778,5.95,0.106,0.945,23.15
"THI",1982,0.374,0.779,6.01,0.105,0.945,23.09
"THI",1983,0.373,0.779,6.06,0.105,0.945,23.02
"THI",1984,0.372,0.78,6.12,0.105,0.945,22.96
"THI",1985,0.372,0.781,6.18,0.105,0.945,22.89
"THI",1986,0.371,0.781,6.24,0.105,0.945,22.83
"THI",1987,0.37,0.782,6.3,0.105,0.945,22.76
"THI",1988,0.37,0.782,6.36,0.105,0.945,22.7
"THI",1989,0.369,0.783,6.43,0.105,0.945,22.63
"THI",1990,0.368,0.784,6.49,0.104,0.945,22.57
"THI",1991,0.368,0.784,6.55,0.104,0.945,22.5
"THI",1992,0.367,0.785,6.62,0.104,0.946,22.44
"THI",1993,0.366,0.785,6.68,0.104,0.946,22.38
"THI",1994,0.366,0.786,6.75,0.104,0.946,22.31
"THI",1995,0.365,0.786,6.81,0.104,0.946,22.25
"THI",1996,0.364,0.787,6.88,0.104,0.946,22.19
"THI",1997,0.363,0.788,6.95,0.103,0.946,22.12
"THI",1998,0.363,0.788,7.01,0.103,0.946,22.06
"THI",1999,0.362,0.789,7.08,0.103,0.946,22
"THI",2000,0.361,0.789,7.15,0.103,0.946,21.94
"THI",2001,0.361,0.79,7.22,0.103,0.946,21.88
"THI",2002,0.36,0.79,7.29,0.103,0.946,21.81
"THI",2003,0.359,0.791,7.37,0.103,0.946,21.75
"THI",2004,0.358,0.792,7.44,0.103,0.946,21.69
"THI",2005,0.358,0.792,7.51,0.102,0.946,21.63
"THI",2006,0.357,0.793,7.59,0.102,0.946,21.57
"THI",2007,0.356,0.793,7.66,0.102,0.947,21.51
"THI",2008,0.355,0.794,7.74,0.102,0.947,21.45
"THI",2009,0.355,0.794,7.81,0.102,0.947,21.39
"THI",2010,0.354,0.795,7.89,0.102,0.947,21.32
"THI",2011,0.353,0.796,7.97,0.102,0.947,21.26
"THI",2012,0.353,0.796,8.05,0.101,0.947,21.2
"THI",2013,0.352,0.797,8.13,0.101,0.947,21.14
"TKM",1991,0.464,0.716,6.77,0.273,0.845,10.9
"TKM",1992,0.454,0.724,7.29,0.264,0.852,11.44
"TKM",1993,0.444,0.732,7.86,0.254,0.858,11.94
"TKM",1994,0.434,0.74,8.47,0.245,0.864,12.47
"TKM",1995,0.424,0.748,8.73,0.236,0.869,13.02
"TKM",1996,0.413,0.755,9,0.227,0.875,13.59
"TKM",1997,0.403,0.763,9.28,0.218,0.88,14.2
"TKM",1998,0.393,0.77,9.57,0.21,0.885,14.83
"TKM",1999,0.383,0.777,9.86,0.201,0.89,15.49
"TKM",2000,0.373,0.784,10.15,0.193,0.895,16.19
"TKM",2001,0.363,0.791,10.46,0.186,0.9,16.92
"TKM",2002,0.353,0.797,10.77,0.178,0.904,17.69
"TKM",2003,0.344,0.804,11.08,0.171,0.908,18.49
"TKM",2004,0.334,0.81,11.41,0.164,0.912,19.33
"TKM",2005,0.325,0.816,11.74,0.157,0.916,20.21
"TKM",2006,0.316,0.822,12.07,0.151,0.92,21.14
"TKM",2007,0.306,0.828,12.42,0.145,0.923,22.11
"TKM",2008,0.298,0.834,12.77,0.139,0.927,23.12
"TKM",2009,0.289,0.839,13.13,0.133,0.93,24.19
"TKM",2010,0.28,0.845,13.49,0.127,0.933,25.31
"TKM",2011,0.272,0.85,13.86,0.122,0.936,26.48
"TKM",2012,0.263,0.855,14.25,0.116,0.939,27.71
"TKM",2013,0.255,0.86,14.64,0.111,0.942,29
"TOG",1960,0.884,0.19,1.04,0.429,0.721,3.33
"TOG",1961,0.884,0.191,1.05,0.434,0.717,3.28
"TOG",1962,0.884,0.191,1.06,0.438,0.713,3.23
"TOG",1963,0.884,0.192,1.07,0.443,0.709,3.18
"TOG",1964,0.884,0.192,1.08,0.447,0.705,3.13
"TOG",1965,0.884,0.193,1.09,0.452,0.701,3.09
"TOG",1966,0.884,0.193,1.1,0.456,0.697,3.04
"TOG",1967,0.884,0.194,1.11,0.461,0.693,2.99
"TOG",1968,0.884,0.194,1.12,0.465,0.689,2.95
"TOG",1969,0.884,0.195,1.13,0.47,0.684,2.9
"TOG",1970,0.884,0.195,1.14,0.474,0.68,2.86
"TOG",1971,0.883,0.196,1.15,0.479,0.675,2.81
"TOG",1972,0.883,0.196,1.16,0.484,0.671,2.77
"TOG",1973,0.883,0.197,1.17,0.488,0.666,2.73
"TOG",1974,0.883,0.197,1.18,0.493,0.662,2.69
"TOG",1975,0.882,0.198,1.2,0.497,0.657,2.64
"TOG",1976,0.882,0.198,1.21,0.502,0.652,2.6
"TOG",1977,0.882,0.199,1.22,0.507,0.648,2.56
"TOG",1978,0.882,0.2,1.23,0.511,0.643,2.52
"TOG",1979,0.881,0.2,1.24,0.516,0.638,2.48
"TOG",1980,0.881,0.201,1.25,0.521,0.633,2.44
"TOG",1981,0.881,0.201,1.27,0.525,0.628,2.4
"TOG",1982,0.88,0.202,1.28,0.53,0.623,2.36
"TOG",1983,0.88,0.202,1.29,0.534,0.618,2.32
"TOG",1984,0.88,0.203,1.28,0.539,0.612,2.28
"TOG",1985,0.879,0.203,1.26,0.543,0.607,2.25
"TOG",1986,0.879,0.204,1.25,0.548,0.602,2.21
"TOG",1987,0.879,0.204,1.24,0.552,0.596,2.17
"TOG",1988,0.878,0.205,1.23,0.557,0.591,2.13
"TOG",1989,0.878,0.206,1.22,0.561,0.585,2.1
"TOG",1990,0.878,0.206,1.21,0.565,0.58,2.06
"TOG",1991,0.878,0.207,1.2,0.57,0.574,2.03
"TOG",1992,0.877,0.207,1.19,0.574,0.569,1.99
"TOG",1993,0.877,0.208,1.18,0.578,0.563,1.96
"TOG",1994,0.877,0.208,1.18,0.582,0.557,1.93
"TOG",1995,0.877,0.209,1.17,0.586,0.551,1.89
"TOG",1996,0.876,0.209,1.17,0.59,0.546,1.86
"TOG",1997,0.876,0.21,1.17,0.594,0.54,1.83
"TOG",1998,0.876,0.211,1.16,0.598,0.534,1.79
"TOG",1999,0.876,0.211,1.16,0.602,0.528,1.76
"TOG",2000,0.876,0.212,1.16,0.605,0.522,1.73
"TOG",2001,0.876,0.212,1.16,0.609,0.516,1.7
"TOG",2002,0.876,0.213,1.16,0.613,0.51,1.67
"TOG",2003,0.876,0.213,1.17,0.616,0.504,1.64
"TOG",2004,0.876,0.214,1.17,0.619,0.498,1.61
"TOG",2005,0.877,0.215,1.18,0.623,0.492,1.58
"TOG",2006,0.877,0.215,1.18,0.626,0.485,1.55
"TOG",2007,0.877,0.216,1.19,0.629,0.479,1.52
"TOG",2008,0.877,0.216,1.2,0.632,0.473,1.49
"TOG",2009,0.878,0.217,1.21,0.635,0.467,1.47
"TOG",2010,0.878,0.217,1.23,0.637,0.461,1.44
"TOG",2011,0.879,0.218,1.24,0.64,0.454,1.41
"TOG",2012,0.879,0.219,1.26,0.642,0.448,1.39
"TOG",2013,0.88,0.219,1.29,0.645,0.442,1.36
"TRI",1962,0.626,0.457,1.2,0.69,0.379,1.14
"TRI",1963,0.627,0.455,1.2,0.69,0.38,1.15
"TRI",1964,0.627,0.453,1.19,0.692,0.38,1.17
"TRI",1965,0.628,0.452,1.18,0.698,0.377,1.19
"TRI",1966,0.629,0.45,1.18,0.703,0.375,1.2
"TRI",1967,0.629,0.448,1.17,0.709,0.373,1.22
"TRI",1968,0.63,0.447,1.16,0.713,0.37,1.24
"TRI",1969,0.631,0.445,1.15,0.718,0.368,1.25
"TRI",1970,0.631,0.443,1.15,0.722,0.366,1.27
"TRI",1971,0.632,0.441,1.14,0.727,0.363,1.29
"TRI",1972,0.632,0.44,1.13,0.73,0.361,1.31
"TRI",1973,0.633,0.438,1.13,0.734,0.359,1.33
"TRI",1974,0.634,0.436,1.12,0.737,0.356,1.35
"TRI",1975,0.634,0.435,1.11,0.741,0.354,1.37
"TRI",1976,0.635,0.433,1.11,0.743,0.352,1.39
"TRI",1977,0.635,0.431,1.1,0.746,0.349,1.41
"TRI",1978,0.636,0.429,1.09,0.749,0.347,1.44
"TRI",1979,0.636,0.428,1.09,0.751,0.345,1.46
"TRI",1980,0.637,0.426,1.08,0.753,0.343,1.45
"TRI",1981,0.638,0.424,1.07,0.755,0.34,1.44
"TRI",1982,0.638,0.423,1.07,0.757,0.338,1.43
"TRI",1983,0.639,0.421,1.06,0.758,0.336,1.42
"TRI",1984,0.639,0.419,1.05,0.759,0.334,1.41
"TRI",1985,0.64,0.417,1.05,0.761,0.331,1.4
"TRI",1986,0.64,0.416,1.04,0.762,0.329,1.39
"TRI",1987,0.641,0.414,1.03,0.763,0.327,1.38
"TRI",1988,0.642,0.412,1.03,0.763,0.325,1.37
"TRI",1989,0.642,0.41,1.02,0.764,0.322,1.36
"TRI",1990,0.643,0.409,1.01,0.764,0.32,1.35
"TRI",1991,0.643,0.407,1.01,0.765,0.318,1.34
"TRI",1992,0.644,0.405,1,0.765,0.316,1.34
"TRI",1993,0.644,0.405,1,0.765,0.314,1.33
"TRI",1994,0.645,0.406,1.01,0.765,0.312,1.32
"TRI",1995,0.645,0.407,1.02,0.765,0.309,1.31
"TRI",1996,0.646,0.407,1.02,0.764,0.307,1.29
"TRI",1997,0.646,0.408,1.03,0.764,0.305,1.25
"TRI",1998,0.647,0.409,1.04,0.763,0.303,1.21
"TRI",1999,0.647,0.41,1.04,0.763,0.301,1.18
"TRI",2000,0.648,0.41,1.05,0.762,0.299,1.14
"TRI",2001,0.649,0.411,1.06,0.761,0.297,1.11
"TRI",2002,0.649,0.412,1.06,0.761,0.295,1.08
"TRI",2003,0.65,0.412,1.07,0.76,0.292,1.05
"TRI",2004,0.65,0.413,1.07,0.759,0.29,1.03
"TRI",2005,0.651,0.414,1.08,0.758,0.288,1
"TRI",2006,0.651,0.414,1.09,0.757,0.293,1.02
"TRI",2007,0.652,0.415,1.09,0.756,0.298,1.05
"TRI",2008,0.652,0.415,1.1,0.755,0.303,1.07
"TRI",2009,0.653,0.416,1.11,0.753,0.308,1.1
"TRI",2010,0.653,0.417,1.12,0.752,0.313,1.13
"TRI",2011,0.654,0.417,1.12,0.751,0.318,1.15
"TRI",2012,0.654,0.418,1.13,0.749,0.323,1.18
"TRI",2013,0.655,0.418,1.14,0.748,0.327,1.2
"TUN",1956,0.11,0.943,24.23,0.141,0.924,12.12
"TUN",1957,0.107,0.944,25.1,0.135,0.927,12.75
"TUN",1958,0.105,0.945,25.99,0.129,0.931,13.42
"TUN",1959,0.102,0.947,26.92,0.124,0.934,14.12
"TUN",1960,0.1,0.948,27.88,0.118,0.937,14.86
"TUN",1961,0.097,0.949,28.88,0.113,0.94,15.64
"TUN",1962,0.095,0.951,29.91,0.108,0.943,16.46
"TUN",1963,0.093,0.952,30.98,0.103,0.945,17.32
"TUN",1964,0.091,0.953,32.08,0.099,0.948,18.23
"TUN",1965,0.089,0.954,33.23,0.094,0.95,19.19
"TUN",1966,0.087,0.955,34.42,0.09,0.953,20.19
"TUN",1967,0.085,0.956,35.65,0.086,0.955,21.25
"TUN",1968,0.083,0.957,36.92,0.082,0.957,22.37
"TUN",1969,0.081,0.958,38.24,0.078,0.959,23.54
"TUN",1970,0.079,0.959,39.6,0.075,0.961,24.77
"TUN",1971,0.077,0.96,41.02,0.071,0.963,26.07
"TUN",1972,0.076,0.961,42.49,0.068,0.965,27.43
"TUN",1973,0.074,0.962,44,0.065,0.967,28.87
"TUN",1974,0.072,0.963,45.58,0.062,0.968,30.39
"TUN",1975,0.071,0.964,47.21,0.059,0.97,31.98
"TUN",1976,0.069,0.965,48.89,0.056,0.971,33.65
"TUN",1977,0.068,0.965,50.64,0.053,0.973,35.42
"TUN",1978,0.066,0.966,52.45,0.051,0.974,37.27
"TUN",1979,0.065,0.967,54.33,0.048,0.975,39.23
"TUN",1980,0.063,0.968,56.27,0.046,0.976,41.28
"TUN",1981,0.062,0.968,58.28,0.044,0.978,43.45
"TUN",1982,0.061,0.969,60.36,0.042,0.979,45.72
"TUN",1983,0.059,0.97,62.52,0.04,0.98,48.12
"TUN",1984,0.058,0.97,64.75,0.038,0.981,50.64
"TUN",1985,0.057,0.971,66.25,0.036,0.982,53.29
"TUN",1986,0.056,0.971,66.84,0.034,0.982,56.09
"TUN",1987,0.055,0.972,67.42,0.033,0.983,59.02
"TUN",1988,0.054,0.973,68.01,0.031,0.984,62.12
"TUN",1989,0.053,0.973,68.61,0.03,0.985,65.37
"TUN",1990,0.051,0.974,69.2,0.028,0.986,68.8
"TUN",1991,0.05,0.974,69.81,0.027,0.986,72.4
"TUN",1992,0.049,0.975,70.41,0.026,0.987,76.2
"TUN",1993,0.049,0.975,71.03,0.024,0.988,80.19
"TUN",1994,0.048,0.976,71.64,0.023,0.988,84.39
"TUN",1995,0.047,0.976,72.26,0.022,0.989,88.82
"TUN",1996,0.046,0.977,72.88,0.021,0.989,93.47
"TUN",1997,0.045,0.977,73.51,0.02,0.99,98.37
"TUN",1998,0.044,0.978,74.15,0.019,0.99,103.52
"TUN",1999,0.043,0.978,74.78,0.018,0.991,108.95
"TUN",2000,0.042,0.978,75.42,0.017,0.991,114.66
"TUN",2001,0.042,0.979,76.07,0.016,0.992,120.66
"TUN",2002,0.041,0.979,76.72,0.016,0.992,126.99
"TUN",2003,0.04,0.98,77.38,0.015,0.993,133.64
"TUN",2004,0.039,0.98,78.04,0.014,0.993,140.64
"TUN",2005,0.039,0.98,78.71,0.013,0.993,148.02
"TUN",2006,0.038,0.981,79.38,0.013,0.994,155.77
"TUN",2007,0.037,0.981,80.05,0.012,0.994,163.94
"TUN",2008,0.037,0.981,80.73,0.011,0.994,172.53
"TUN",2009,0.036,0.982,81.42,0.011,0.995,181.57
"TUN",2010,0.036,0.982,82.11,0.01,0.995,191.08
"TUN",2011,0.035,0.982,82.8,0.01,0.995,201.1
"TUN",2012,0.034,0.983,83.5,0.009,0.995,211.63
"TUN",2013,0.034,0.983,84.21,0.009,0.996,222.72
"TUR",1945,0.09,0.953,25.36,0.165,0.911,12.2
"TUR",1946,0.092,0.952,24.61,0.167,0.909,11.96
"TUR",1947,0.094,0.951,23.87,0.169,0.908,11.73
"TUR",1948,0.097,0.95,23.16,0.171,0.907,11.51
"TUR",1949,0.099,0.948,22.47,0.173,0.906,11.28
"TUR",1950,0.101,0.947,21.8,0.175,0.905,11.07
"TUR",1951,0.104,0.945,21.15,0.177,0.904,10.86
"TUR",1952,0.107,0.944,20.52,0.179,0.902,10.65
"TUR",1953,0.109,0.943,19.9,0.181,0.901,10.44
"TUR",1954,0.112,0.941,19.3,0.183,0.9,10.24
"TUR",1955,0.115,0.939,18.73,0.185,0.898,10.05
"TUR",1956,0.118,0.938,18.16,0.187,0.897,9.85
"TUR",1957,0.121,0.936,17.62,0.19,0.895,9.66
"TUR",1958,0.124,0.935,17.09,0.192,0.894,9.48
"TUR",1959,0.127,0.933,16.57,0.194,0.893,9.3
"TUR",1960,0.13,0.931,16.07,0.197,0.891,9.12
"TUR",1961,0.133,0.929,15.58,0.199,0.889,8.94
"TUR",1962,0.136,0.927,15.11,0.201,0.888,8.77
"TUR",1963,0.141,0.925,14.65,0.204,0.886,8.61
