"sftgcode","year","eth.frac","eth.largest","eth.ratio","rel.frac","rel.largest","rel.ratio"
"BNG",1979,0.041,0.979,65.05,0.257,0.85,6.04
"BNG",1980,0.041,0.979,69.62,0.257,0.851,6.07
"BNG",1981,0.04,0.98,74.52,0.256,0.851,6.11
"BNG",1982,0.04,0.98,79.77,0.255,0.852,6.14
"BNG",1983,0.039,0.98,85.4,0.254,0.852,6.18
"BNG",1984,0.039,0.98,91.43,0.253,0.853,6.21
"BNG",1985,0.038,0.981,97.88,0.253,0.854,6.24
"BNG",1986,0.037,0.981,101.84,0.252,0.854,6.28
"BNG",1987,0.037,0.981,98.38,0.251,0.855,6.31
"BNG",1988,0.036,0.982,95.48,0.25,0.855,6.35
"BNG",1989,0.036,0.982,93.05,0.25,0.856,6.38
"BNG",1990,0.035,0.982,91,0.249,0.856,6.42
"BNG",1991,0.035,0.982,89.28,0.248,0.857,6.45
"BNG",1992,0.034,0.983,87.83,0.247,0.857,6.49
"BNG",1993,0.034,0.983,86.63,0.247,0.858,6.53
"BNG",1994,0.033,0.983,85.63,0.246,0.858,6.56
"BNG",1995,0.033,0.983,84.81,0.245,0.859,6.6
"BNG",1996,0.032,0.984,84.15,0.245,0.859,6.63
"BNG",1997,0.032,0.984,83.63,0.244,0.86,6.67
"BNG",1998,0.031,0.984,83.24,0.243,0.86,6.71
"BNG",1999,0.031,0.984,82.97,0.243,0.861,6.74
"BNG",2000,0.031,0.985,82.79,0.242,0.861,6.78
"BNG",2001,0.03,0.985,82.72,0.241,0.862,6.82
"BNG",2002,0.03,0.985,82.73,0.241,0.862,6.85
"BNG",2003,0.029,0.985,82.81,0.24,0.863,6.89
"BNG",2004,0.029,0.985,82.98,0.24,0.863,6.93
"BNG",2005,0.028,0.986,83.21,0.239,0.863,6.97
"BNG",2006,0.028,0.986,83.51,0.238,0.864,7
"BNG",2007,0.028,0.986,83.86,0.238,0.864,7.04
"BNG",2008,0.027,0.986,84.27,0.237,0.865,7.08
"BNG",2009,0.027,0.986,84.74,0.237,0.865,7.12
"BNG",2010,0.026,0.987,85.26,0.236,0.865,7.16
"BNG",2011,0.026,0.987,85.82,0.236,0.866,7.2
"BNG",2012,0.026,0.987,86.43,0.235,0.866,7.24
"BNG",2013,0.025,0.987,87.09,0.235,0.867,7.28
"BOL",1945,0.625,0.523,1.86,0.067,0.965,37.34
"BOL",1946,0.624,0.523,1.86,0.068,0.965,37.31
"BOL",1947,0.623,0.524,1.86,0.069,0.965,37.27
"BOL",1948,0.623,0.525,1.86,0.069,0.964,37.24
"BOL",1949,0.622,0.525,1.86,0.07,0.964,37.2
"BOL",1950,0.621,0.526,1.86,0.071,0.963,37.17
"BOL",1951,0.621,0.526,1.86,0.072,0.963,37.13
"BOL",1952,0.62,0.527,1.86,0.073,0.963,37.09
"BOL",1953,0.619,0.528,1.86,0.074,0.962,37.05
"BOL",1954,0.618,0.528,1.86,0.074,0.962,37.01
"BOL",1955,0.618,0.529,1.86,0.075,0.961,36.97
"BOL",1956,0.617,0.53,1.86,0.078,0.96,36.92
"BOL",1957,0.616,0.53,1.85,0.08,0.959,36.88
"BOL",1958,0.616,0.531,1.85,0.082,0.958,36.83
"BOL",1959,0.615,0.531,1.85,0.084,0.956,36.79
"BOL",1960,0.614,0.532,1.85,0.087,0.955,36.74
"BOL",1961,0.613,0.533,1.85,0.089,0.954,36.69
"BOL",1962,0.613,0.533,1.85,0.092,0.953,36.64
"BOL",1963,0.612,0.534,1.85,0.094,0.951,36.58
"BOL",1964,0.611,0.535,1.85,0.097,0.95,36.53
"BOL",1965,0.611,0.535,1.85,0.1,0.948,36.48
"BOL",1966,0.61,0.536,1.85,0.102,0.947,36.42
"BOL",1967,0.609,0.536,1.85,0.105,0.945,36.36
"BOL",1968,0.608,0.537,1.85,0.108,0.944,36.3
"BOL",1969,0.608,0.538,1.85,0.111,0.942,36.24
"BOL",1970,0.607,0.538,1.84,0.114,0.941,36.18
"BOL",1971,0.606,0.539,1.84,0.117,0.939,36.11
"BOL",1972,0.605,0.54,1.84,0.12,0.937,36.04
"BOL",1973,0.605,0.54,1.84,0.124,0.935,35.98
"BOL",1974,0.604,0.541,1.84,0.127,0.934,34.59
"BOL",1975,0.603,0.541,1.84,0.13,0.932,33.21
"BOL",1976,0.602,0.542,1.84,0.134,0.93,31.9
"BOL",1977,0.602,0.543,1.84,0.137,0.928,30.63
"BOL",1978,0.601,0.543,1.84,0.141,0.926,29.41
"BOL",1979,0.6,0.544,1.84,0.145,0.924,28.24
"BOL",1980,0.599,0.545,1.84,0.148,0.922,27.12
"BOL",1981,0.598,0.545,1.84,0.152,0.919,26.04
"BOL",1982,0.598,0.546,1.84,0.156,0.917,25.01
"BOL",1983,0.597,0.546,1.84,0.16,0.915,24.01
"BOL",1984,0.596,0.547,1.83,0.164,0.913,23.06
"BOL",1985,0.595,0.548,1.83,0.169,0.91,22.14
"BOL",1986,0.595,0.548,1.83,0.173,0.908,21.26
"BOL",1987,0.594,0.549,1.83,0.177,0.905,20.41
"BOL",1988,0.593,0.549,1.83,0.182,0.903,19.6
"BOL",1989,0.592,0.55,1.83,0.186,0.9,18.82
"BOL",1990,0.591,0.551,1.83,0.191,0.897,18.07
"BOL",1991,0.591,0.551,1.83,0.196,0.894,17.35
"BOL",1992,0.59,0.552,1.83,0.201,0.892,16.66
"BOL",1993,0.589,0.553,1.83,0.206,0.889,15.99
"BOL",1994,0.588,0.553,1.83,0.211,0.886,15.36
"BOL",1995,0.587,0.554,1.83,0.216,0.883,14.74
"BOL",1996,0.587,0.554,1.83,0.221,0.88,14.16
"BOL",1997,0.586,0.555,1.82,0.226,0.876,13.59
"BOL",1998,0.585,0.556,1.82,0.231,0.873,13.05
"BOL",1999,0.584,0.556,1.82,0.237,0.87,12.53
"BOL",2000,0.583,0.557,1.82,0.242,0.866,12.03
"BOL",2001,0.582,0.558,1.82,0.248,0.863,11.55
"BOL",2002,0.582,0.558,1.82,0.253,0.859,11.09
"BOL",2003,0.581,0.559,1.82,0.259,0.856,10.65
"BOL",2004,0.58,0.559,1.82,0.265,0.852,10.22
"BOL",2005,0.579,0.56,1.82,0.271,0.848,9.82
"BOL",2006,0.578,0.561,1.82,0.277,0.844,9.42
"BOL",2007,0.577,0.561,1.82,0.283,0.84,9.05
"BOL",2008,0.576,0.562,1.82,0.289,0.836,8.69
"BOL",2009,0.576,0.563,1.82,0.295,0.832,8.34
"BOL",2010,0.575,0.563,1.81,0.301,0.828,8.01
"BOL",2011,0.574,0.564,1.81,0.307,0.824,7.69
"BOL",2012,0.573,0.564,1.81,0.314,0.819,7.39
"BOL",2013,0.572,0.565,1.81,0.32,0.815,7.09
"BOS",1992,0.663,0.428,1.23,0.706,0.396,1.3
"BOS",1993,0.662,0.431,1.25,0.704,0.4,1.32
"BOS",1994,0.661,0.434,1.26,0.702,0.404,1.33
"BOS",1995,0.66,0.437,1.27,0.701,0.408,1.35
"BOS",1996,0.659,0.439,1.29,0.699,0.411,1.37
"BOS",1997,0.658,0.442,1.3,0.697,0.415,1.39
"BOS",1998,0.657,0.445,1.32,0.694,0.419,1.41
"BOS",1999,0.656,0.448,1.33,0.692,0.423,1.43
"BOS",2000,0.655,0.451,1.35,0.689,0.427,1.45
"BOS",2001,0.653,0.454,1.36,0.687,0.431,1.47
"BOS",2002,0.652,0.457,1.38,0.684,0.435,1.49
