"year","fiw.pr","fiw.cl","fiw.status","sftgcode"
1999,4,6,"PF","DJI"
2000,4,5,"PF","DJI"
2001,4,5,"PF","DJI"
2002,4,5,"PF","DJI"
2003,5,5,"PF","DJI"
2004,5,5,"PF","DJI"
2005,5,5,"PF","DJI"
2006,5,5,"PF","DJI"
2007,5,5,"PF","DJI"
2008,5,5,"PF","DJI"
2009,5,5,"PF","DJI"
2010,6,5,"NF","DJI"
2011,6,5,"NF","DJI"
2012,6,5,"NF","DJI"
2013,6,5,"NF","DJI"
1972,3,2,"F","DOM"
1973,3,2,"F","DOM"
1974,4,2,"PF","DOM"
1975,4,2,"PF","DOM"
1976,4,3,"PF","DOM"
1977,4,2,"PF","DOM"
1978,2,2,"F","DOM"
1979,2,3,"F","DOM"
1980,2,3,"F","DOM"
1982,1,2,"F","DOM"
1983,1,2,"F","DOM"
1984,1,3,"F","DOM"
1985,1,3,"F","DOM"
1986,1,3,"F","DOM"
1987,1,3,"F","DOM"
1988,1,3,"F","DOM"
1989,1,3,"F","DOM"
1990,2,3,"F","DOM"
1991,2,3,"F","DOM"
1992,2,3,"F","DOM"
1993,3,3,"PF","DOM"
1994,4,3,"PF","DOM"
1995,4,3,"PF","DOM"
1996,3,3,"PF","DOM"
1997,3,3,"PF","DOM"
1998,2,3,"F","DOM"
1999,2,3,"F","DOM"
2000,2,2,"F","DOM"
2001,2,2,"F","DOM"
2002,2,2,"F","DOM"
2003,3,2,"F","DOM"
2004,2,2,"F","DOM"
2005,2,2,"F","DOM"
2006,2,2,"F","DOM"
2007,2,2,"F","DOM"
2008,2,2,"F","DOM"
2009,2,2,"F","DOM"
2010,2,2,"F","DOM"
2011,2,2,"F","DOM"
2012,2,2,"F","DOM"
2013,2,3,"F","DOM"
1999,6,4,"PF","ETM"
2000,6,3,"PF","ETM"
2001,5,3,"PF","ETM"
2002,3,3,"PF","ETM"
2003,3,3,"PF","ETM"
2004,3,3,"PF","ETM"
2005,3,3,"PF","ETM"
2006,3,4,"PF","ETM"
2007,3,4,"PF","ETM"
2008,3,4,"PF","ETM"
2009,3,4,"PF","ETM"
2010,3,4,"PF","ETM"
2011,3,4,"PF","ETM"
2012,3,4,"PF","ETM"
2013,3,4,"PF","ETM"
1972,7,3,"PF","ECU"
1973,7,4,"PF","ECU"
1974,7,4,"PF","ECU"
1975,7,4,"PF","ECU"
1976,6,4,"PF","ECU"
1977,6,4,"PF","ECU"
1978,5,4,"PF","ECU"
1979,2,2,"F","ECU"
1980,2,2,"F","ECU"
1982,2,2,"F","ECU"
1983,2,2,"F","ECU"
1984,2,2,"F","ECU"
1985,2,3,"F","ECU"
1986,2,3,"F","ECU"
1987,2,3,"F","ECU"
1988,2,2,"F","ECU"
1989,2,2,"F","ECU"
1990,2,2,"F","ECU"
1991,2,3,"F","ECU"
1992,2,3,"F","ECU"
1993,2,3,"F","ECU"
1994,2,3,"F","ECU"
1995,2,3,"F","ECU"
1996,2,4,"PF","ECU"
1997,3,3,"PF","ECU"
1998,2,3,"F","ECU"
1999,2,3,"F","ECU"
2000,3,3,"PF","ECU"
2001,3,3,"PF","ECU"
2002,3,3,"PF","ECU"
2003,3,3,"PF","ECU"
2004,3,3,"PF","ECU"
2005,3,3,"PF","ECU"
2006,3,3,"PF","ECU"
2007,3,3,"PF","ECU"
2008,3,3,"PF","ECU"
2009,3,3,"PF","ECU"
2010,3,3,"PF","ECU"
2011,3,3,"PF","ECU"
2012,3,3,"PF","ECU"
2013,3,3,"PF","ECU"
1972,6,6,"NF","EGY"
1973,6,6,"NF","EGY"
1974,6,4,"PF","EGY"
1975,6,4,"PF","EGY"
1976,5,4,"PF","EGY"
1977,5,4,"PF","EGY"
1978,5,5,"PF","EGY"
1979,5,5,"PF","EGY"
1980,5,5,"PF","EGY"
1982,5,5,"PF","EGY"
1983,5,5,"PF","EGY"
1984,4,4,"PF","EGY"
1985,4,4,"PF","EGY"
1986,5,4,"PF","EGY"
1987,5,4,"PF","EGY"
1988,5,4,"PF","EGY"
1989,5,4,"PF","EGY"
1990,5,4,"PF","EGY"
1991,5,5,"PF","EGY"
1992,5,6,"PF","EGY"
1993,6,6,"NF","EGY"
1994,6,6,"NF","EGY"
1995,6,6,"NF","EGY"
1996,6,6,"NF","EGY"
1997,6,6,"NF","EGY"
1998,6,6,"NF","EGY"
1999,6,5,"NF","EGY"
2000,6,5,"NF","EGY"
2001,6,6,"NF","EGY"
2002,6,6,"NF","EGY"
2003,6,6,"NF","EGY"
2004,6,5,"NF","EGY"
2005,6,5,"NF","EGY"
2006,6,5,"NF","EGY"
2007,6,5,"NF","EGY"
2008,6,5,"NF","EGY"
2009,6,5,"NF","EGY"
2010,6,5,"NF","EGY"
2011,6,5,"NF","EGY"
2012,5,5,"PF","EGY"
2013,6,5,"NF","EGY"
1972,2,3,"F","SAL"
1973,2,3,"F","SAL"
1974,2,3,"F","SAL"
1975,2,3,"F","SAL"
1976,3,3,"PF","SAL"
1977,4,4,"PF","SAL"
1978,5,5,"PF","SAL"
1979,5,4,"PF","SAL"
1980,5,5,"PF","SAL"
1982,4,5,"PF","SAL"
1983,4,5,"PF","SAL"
1984,3,5,"PF","SAL"
1985,2,4,"PF","SAL"
1986,3,4,"PF","SAL"
1987,3,4,"PF","SAL"
1988,3,3,"PF","SAL"
1989,3,4,"PF","SAL"
1990,3,4,"PF","SAL"
1991,3,4,"PF","SAL"
1992,3,3,"PF","SAL"
1993,3,3,"PF","SAL"
1994,3,3,"PF","SAL"
1995,3,3,"PF","SAL"
1996,3,3,"PF","SAL"
1997,2,3,"F","SAL"
1998,2,3,"F","SAL"
1999,2,3,"F","SAL"
2000,2,3,"F","SAL"
2001,2,3,"F","SAL"
2002,2,3,"F","SAL"
2003,2,3,"F","SAL"
2004,2,3,"F","SAL"
2005,2,3,"F","SAL"
2006,2,3,"F","SAL"
2007,2,3,"F","SAL"
2008,2,3,"F","SAL"
2009,2,3,"F","SAL"
2010,2,3,"F","SAL"
2011,2,3,"F","SAL"
2012,2,3,"F","SAL"
2013,2,3,"F","SAL"
1972,6,6,"NF","EQG"
1973,6,6,"NF","EQG"
1974,6,6,"NF","EQG"
1975,6,7,"NF","EQG"
1976,6,7,"NF","EQG"
1977,7,7,"NF","EQG"
1978,7,7,"NF","EQG"
1979,7,6,"NF","EQG"
1980,7,6,"NF","EQG"
1982,7,6,"NF","EQG"
1983,7,6,"NF","EQG"
1984,7,6,"NF","EQG"
1985,7,7,"NF","EQG"
1986,7,7,"NF","EQG"
1987,7,7,"NF","EQG"
1988,7,7,"NF","EQG"
1989,7,7,"NF","EQG"
1990,7,7,"NF","EQG"
1991,7,7,"NF","EQG"
1992,7,6,"NF","EQG"
1993,7,7,"NF","EQG"
1994,7,7,"NF","EQG"
1995,7,7,"NF","EQG"
1996,7,7,"NF","EQG"
1997,7,7,"NF","EQG"
1998,7,7,"NF","EQG"
1999,7,7,"NF","EQG"
2000,7,7,"NF","EQG"
2001,6,6,"NF","EQG"
2002,7,6,"NF","EQG"
2003,7,6,"NF","EQG"
2004,7,6,"NF","EQG"
2005,7,6,"NF","EQG"
2006,7,6,"NF","EQG"
2007,7,6,"NF","EQG"
2008,7,7,"NF","EQG"
2009,7,7,"NF","EQG"
2010,7,7,"NF","EQG"
2011,7,7,"NF","EQG"
2012,7,7,"NF","EQG"
2013,7,7,"NF","EQG"
1993,6,5,"NF","ERI"
1994,6,5,"NF","ERI"
1995,6,4,"PF","ERI"
1996,6,4,"PF","ERI"
1997,6,4,"PF","ERI"
1998,6,4,"PF","ERI"
1999,7,5,"NF","ERI"
2000,7,5,"NF","ERI"
2001,7,6,"NF","ERI"
2002,7,6,"NF","ERI"
2003,7,6,"NF","ERI"
2004,7,6,"NF","ERI"
2005,7,6,"NF","ERI"
2006,7,6,"NF","ERI"
2007,7,6,"NF","ERI"
2008,7,6,"NF","ERI"
2009,7,7,"NF","ERI"
2010,7,7,"NF","ERI"
2011,7,7,"NF","ERI"
2012,7,7,"NF","ERI"
2013,7,7,"NF","ERI"
1991,2,3,"F","EST"
1992,3,3,"PF","EST"
1993,3,2,"F","EST"
1994,3,2,"F","EST"
1995,2,2,"F","EST"
1996,1,2,"F","EST"
1997,1,2,"F","EST"
1998,1,2,"F","EST"
1999,1,2,"F","EST"
2000,1,2,"F","EST"
2001,1,2,"F","EST"
2002,1,2,"F","EST"
2003,1,2,"F","EST"
2004,1,1,"F","EST"
2005,1,1,"F","EST"
2006,1,1,"F","EST"
2007,1,1,"F","EST"
2008,1,1,"F","EST"
2009,1,1,"F","EST"
2010,1,1,"F","EST"
2011,1,1,"F","EST"
2012,1,1,"F","EST"
2013,1,1,"F","EST"
1972,5,6,"NF","ETH"
1973,5,6,"PF","ETH"
1974,6,5,"NF","ETH"
1975,7,6,"NF","ETH"
1976,7,6,"NF","ETH"
1977,7,7,"NF","ETH"
1978,7,7,"NF","ETH"
1979,7,7,"NF","ETH"
1980,7,7,"NF","ETH"
1982,7,7,"NF","ETH"
1983,7,7,"NF","ETH"
1984,7,7,"NF","ETH"
1985,7,7,"NF","ETH"
1986,7,7,"NF","ETH"
1987,6,7,"NF","ETH"
1988,6,7,"NF","ETH"
1989,7,7,"NF","ETH"
1990,7,7,"NF","ETH"
1991,6,5,"PF","ETH"
1992,6,4,"PF","ETH"
1993,6,5,"NF","ETI"
1994,6,5,"NF","ETI"
1995,4,5,"PF","ETI"
1996,4,5,"PF","ETI"
1997,4,5,"PF","ETI"
1998,4,4,"PF","ETI"
1999,5,5,"PF","ETI"
2000,5,5,"PF","ETI"
2001,5,5,"PF","ETI"
2002,5,5,"PF","ETI"
2003,5,5,"PF","ETI"
2004,5,5,"PF","ETI"
2005,5,5,"PF","ETI"
2006,5,5,"PF","ETI"
2007,5,5,"PF","ETI"
2008,5,5,"PF","ETI"
2009,5,5,"PF","ETI"
2010,6,6,"NF","ETI"
2011,6,6,"NF","ETI"
2012,6,6,"NF","ETI"
2013,6,6,"NF","ETI"
1972,2,2,"F","FJI"
1973,2,2,"F","FJI"
1974,2,2,"F","FJI"
1975,2,2,"F","FJI"
1976,2,2,"F","FJI"
1977,2,2,"F","FJI"
1978,2,2,"F","FJI"
1979,2,2,"F","FJI"
1980,2,2,"F","FJI"
1982,2,2,"F","FJI"
1983,2,2,"F","FJI"
1984,2,2,"F","FJI"
1985,2,2,"F","FJI"
1986,2,2,"F","FJI"
1987,6,5,"PF","FJI"
1988,5,4,"PF","FJI"
1989,6,4,"PF","FJI"
1990,6,4,"PF","FJI"
1991,6,4,"PF","FJI"
1992,4,3,"PF","FJI"
1993,4,3,"PF","FJI"
1994,4,3,"PF","FJI"
1995,4,3,"PF","FJI"
1996,4,3,"PF","FJI"
1997,4,3,"PF","FJI"
1998,4,3,"PF","FJI"
1999,2,3,"F","FJI"
2000,6,3,"PF","FJI"
2001,4,3,"PF","FJI"
2002,4,3,"PF","FJI"
2003,4,3,"PF","FJI"
2004,4,3,"PF","FJI"
2005,4,3,"PF","FJI"
2006,6,4,"PF","FJI"
2007,6,4,"PF","FJI"
2008,6,4,"PF","FJI"
2009,6,4,"PF","FJI"
2010,6,4,"PF","FJI"
2011,6,4,"PF","FJI"
2012,6,4,"PF","FJI"
2013,6,4,"PF","FJI"
1972,2,2,"F","FIN"
1973,2,2,"F","FIN"
1974,2,2,"F","FIN"
1975,2,2,"F","FIN"
1976,2,2,"F","FIN"
1977,2,2,"F","FIN"
1978,2,2,"F","FIN"
1979,2,2,"F","FIN"
1980,2,2,"F","FIN"
1982,2,2,"F","FIN"
1983,2,2,"F","FIN"
1984,2,2,"F","FIN"
1985,2,2,"F","FIN"
1986,2,2,"F","FIN"
1987,1,2,"F","FIN"
1988,1,2,"F","FIN"
1989,1,1,"F","FIN"
1990,1,1,"F","FIN"
1991,1,1,"F","FIN"
1992,1,1,"F","FIN"
1993,1,1,"F","FIN"
1994,1,1,"F","FIN"
1995,1,1,"F","FIN"
1996,1,1,"F","FIN"
1997,1,1,"F","FIN"
1998,1,1,"F","FIN"
1999,1,1,"F","FIN"
2000,1,1,"F","FIN"
2001,1,1,"F","FIN"
2002,1,1,"F","FIN"
2003,1,1,"F","FIN"
2004,1,1,"F","FIN"
2005,1,1,"F","FIN"
2006,1,1,"F","FIN"
2007,1,1,"F","FIN"
2008,1,1,"F","FIN"
2009,1,1,"F","FIN"
2010,1,1,"F","FIN"
2011,1,1,"F","FIN"
2012,1,1,"F","FIN"
2013,1,1,"F","FIN"
1972,1,2,"F","FRN"
1973,1,2,"F","FRN"
1974,1,2,"F","FRN"
1975,1,2,"F","FRN"
1976,1,1,"F","FRN"
1977,1,2,"F","FRN"
1978,1,2,"F","FRN"
1979,1,2,"F","FRN"
1980,1,2,"F","FRN"
1982,1,2,"F","FRN"
1983,1,2,"F","FRN"
1984,1,2,"F","FRN"
1985,1,2,"F","FRN"
1986,1,2,"F","FRN"
1987,1,2,"F","FRN"
1988,1,2,"F","FRN"
1989,1,2,"F","FRN"
1990,1,2,"F","FRN"
1991,1,2,"F","FRN"
1992,1,2,"F","FRN"
1993,1,2,"F","FRN"
1994,1,2,"F","FRN"
1995,1,2,"F","FRN"
1996,1,2,"F","FRN"
1997,1,2,"F","FRN"
1998,1,2,"F","FRN"
1999,1,2,"F","FRN"
2000,1,2,"F","FRN"
2001,1,2,"F","FRN"
2002,1,1,"F","FRN"
2003,1,1,"F","FRN"
2004,1,1,"F","FRN"
2005,1,1,"F","FRN"
2006,1,1,"F","FRN"
2007,1,1,"F","FRN"
2008,1,1,"F","FRN"
2009,1,1,"F","FRN"
2010,1,1,"F","FRN"
2011,1,1,"F","FRN"
2012,1,1,"F","FRN"
2013,1,1,"F","FRN"
1972,6,6,"NF","GAB"
1973,6,6,"NF","GAB"
1974,6,6,"NF","GAB"
1975,6,6,"NF","GAB"
1976,6,6,"NF","GAB"
1977,6,6,"NF","GAB"
1978,6,6,"NF","GAB"
1979,6,6,"NF","GAB"
1980,6,6,"NF","GAB"
1982,6,6,"NF","GAB"
1983,6,6,"NF","GAB"
1984,6,6,"NF","GAB"
1985,6,6,"NF","GAB"
1986,6,6,"NF","GAB"
1987,6,6,"NF","GAB"
1988,6,6,"NF","GAB"
1989,6,5,"NF","GAB"
1990,4,4,"PF","GAB"
1991,4,3,"PF","GAB"
1992,4,4,"PF","GAB"
1993,5,4,"PF","GAB"
1994,5,4,"PF","GAB"
1995,5,4,"PF","GAB"
1996,5,4,"PF","GAB"
1997,5,4,"PF","GAB"
1998,5,4,"PF","GAB"
1999,5,4,"PF","GAB"
2000,5,4,"PF","GAB"
2001,5,4,"PF","GAB"
2002,5,4,"PF","GAB"
2003,5,4,"PF","GAB"
2004,5,4,"PF","GAB"
2005,6,4,"PF","GAB"
2006,6,4,"PF","GAB"
2007,6,4,"PF","GAB"
2008,6,4,"PF","GAB"
2009,6,5,"NF","GAB"
2010,6,5,"NF","GAB"
2011,6,5,"NF","GAB"
2012,6,5,"NF","GAB"
2013,6,5,"NF","GAB"
1972,2,2,"F","GAM"
1973,2,2,"F","GAM"
1974,2,2,"F","GAM"
1975,2,2,"F","GAM"
1976,2,2,"F","GAM"
1977,2,2,"F","GAM"
1978,2,2,"F","GAM"
1979,2,2,"F","GAM"
1980,2,3,"F","GAM"
1982,3,4,"PF","GAM"
1983,3,4,"PF","GAM"
1984,3,4,"PF","GAM"
1985,3,4,"PF","GAM"
1986,3,4,"PF","GAM"
1987,3,3,"PF","GAM"
1988,3,3,"PF","GAM"
1989,2,2,"F","GAM"
1990,2,2,"F","GAM"
1991,2,2,"F","GAM"
1992,1,2,"F","GAM"
1993,2,2,"F","GAM"
1994,7,6,"NF","GAM"
1995,7,6,"NF","GAM"
1996,7,6,"NF","GAM"
1997,7,6,"NF","GAM"
1998,7,5,"NF","GAM"
1999,7,5,"NF","GAM"
2000,7,5,"NF","GAM"
2001,5,5,"PF","GAM"
2002,4,4,"PF","GAM"
2003,4,4,"PF","GAM"
2004,4,4,"PF","GAM"
2005,5,4,"PF","GAM"
2006,5,4,"PF","GAM"
2007,5,4,"PF","GAM"
2008,5,4,"PF","GAM"
2009,5,5,"PF","GAM"
2010,5,5,"PF","GAM"
2011,6,5,"NF","GAM"
2012,6,6,"NF","GAM"
2013,6,6,"NF","GAM"
1991,6,5,"NF","GRG"
1992,4,5,"PF","GRG"
1993,5,5,"PF","GRG"
1994,5,5,"PF","GRG"
1995,4,5,"PF","GRG"
1996,4,4,"PF","GRG"
1997,3,4,"PF","GRG"
1998,3,4,"PF","GRG"
1999,3,4,"PF","GRG"
2000,4,4,"PF","GRG"
2001,4,4,"PF","GRG"
2002,4,4,"PF","GRG"
2003,4,4,"PF","GRG"
2004,3,4,"PF","GRG"
2005,3,3,"PF","GRG"
2006,3,3,"PF","GRG"
2007,4,4,"PF","GRG"
2008,4,4,"PF","GRG"
2009,4,4,"PF","GRG"
2010,4,3,"PF","GRG"
2011,4,3,"PF","GRG"
2012,3,3,"PF","GRG"
2013,3,3,"PF","GRG"
1990,1,2,"F","GER"
1991,1,2,"F","GER"
1992,1,2,"F","GER"
1993,1,2,"F","GER"
1994,1,2,"F","GER"
1995,1,2,"F","GER"
1996,1,2,"F","GER"
1997,1,2,"F","GER"
1998,1,2,"F","GER"
1999,1,2,"F","GER"
2000,1,2,"F","GER"
2001,1,2,"F","GER"
2002,1,1,"F","GER"
2003,1,1,"F","GER"
2004,1,1,"F","GER"
2005,1,1,"F","GER"
2006,1,1,"F","GER"
2007,1,1,"F","GER"
2008,1,1,"F","GER"
2009,1,1,"F","GER"
2010,1,1,"F","GER"
2011,1,1,"F","GER"
2012,1,1,"F","GER"
2013,1,1,"F","GER"
1972,7,7,"NF","GDR"
1973,7,7,"NF","GDR"
1974,7,7,"NF","GDR"
1975,7,7,"NF","GDR"
1976,7,7,"NF","GDR"
1977,7,7,"NF","GDR"
1978,7,6,"NF","GDR"
1979,7,6,"NF","GDR"
1980,7,7,"NF","GDR"
1982,7,7,"NF","GDR"
1983,7,7,"NF","GDR"
1984,7,6,"NF","GDR"
1985,7,6,"NF","GDR"
1986,7,6,"NF","GDR"
1987,7,6,"NF","GDR"
1988,7,6,"NF","GDR"
1989,6,6,"NF","GDR"
1972,1,1,"F","GFR"
1973,1,1,"F","GFR"
1974,1,1,"F","GFR"
1975,1,1,"F","GFR"
1976,1,1,"F","GFR"
1977,1,2,"F","GFR"
1978,1,2,"F","GFR"
1979,1,2,"F","GFR"
1980,1,2,"F","GFR"
1982,1,2,"F","GFR"
1983,1,2,"F","GFR"
1984,1,2,"F","GFR"
1985,1,2,"F","GFR"
1986,1,2,"F","GFR"
1987,1,2,"F","GFR"
1988,1,2,"F","GFR"
1989,1,1,"F","GFR"
1972,6,6,"NF","GHA"
1973,7,6,"NF","GHA"
1974,7,5,"NF","GHA"
1975,7,5,"NF","GHA"
1976,7,5,"NF","GHA"
1977,6,5,"PF","GHA"
1978,5,4,"PF","GHA"
1979,4,4,"PF","GHA"
1980,2,3,"F","GHA"
1982,6,5,"NF","GHA"
1983,6,5,"NF","GHA"
1984,7,6,"NF","GHA"
1985,7,6,"NF","GHA"
1986,7,6,"NF","GHA"
1987,7,6,"NF","GHA"
1988,6,6,"NF","GHA"
1989,6,5,"NF","GHA"
1990,6,5,"NF","GHA"
1991,6,6,"NF","GHA"
1992,5,5,"PF","GHA"
1993,5,4,"PF","GHA"
1994,5,4,"PF","GHA"
1995,4,4,"PF","GHA"
1996,3,4,"PF","GHA"
1997,3,3,"PF","GHA"
1998,3,3,"PF","GHA"
1999,3,3,"PF","GHA"
2000,2,3,"F","GHA"
2001,2,3,"F","GHA"
2002,2,3,"F","GHA"
2003,2,2,"F","GHA"
2004,2,2,"F","GHA"
2005,1,2,"F","GHA"
2006,1,2,"F","GHA"
2007,1,2,"F","GHA"
2008,1,2,"F","GHA"
2009,1,2,"F","GHA"
2010,1,2,"F","GHA"
2011,1,2,"F","GHA"
2012,1,2,"F","GHA"
2013,1,2,"F","GHA"
1972,6,6,"NF","GRC"
1973,7,5,"NF","GRC"
1974,2,2,"F","GRC"
1975,2,2,"F","GRC"
1976,2,2,"F","GRC"
1977,2,2,"F","GRC"
1978,2,2,"F","GRC"
1979,2,2,"F","GRC"
1980,1,2,"F","GRC"
1982,1,2,"F","GRC"
1983,1,2,"F","GRC"
1984,1,2,"F","GRC"
1985,2,2,"F","GRC"
1986,2,2,"F","GRC"
1987,2,2,"F","GRC"
1988,2,2,"F","GRC"
1989,1,2,"F","GRC"
1990,1,2,"F","GRC"
1991,1,2,"F","GRC"
1992,1,2,"F","GRC"
1993,1,3,"F","GRC"
1994,1,3,"F","GRC"
1995,1,3,"F","GRC"
1996,1,3,"F","GRC"
1997,1,3,"F","GRC"
1998,1,3,"F","GRC"
1999,1,3,"F","GRC"
2000,1,3,"F","GRC"
2001,1,3,"F","GRC"
2002,1,2,"F","GRC"
2003,1,2,"F","GRC"
2004,1,2,"F","GRC"
2005,1,2,"F","GRC"
2006,1,2,"F","GRC"
2007,1,2,"F","GRC"
2008,1,2,"F","GRC"
2009,1,2,"F","GRC"
2010,1,2,"F","GRC"
2011,2,2,"F","GRC"
2012,2,2,"F","GRC"
2013,2,2,"F","GRC"
1972,2,3,"F","GUA"
1973,2,2,"F","GUA"
1974,4,3,"PF","GUA"
1975,4,3,"PF","GUA"
1976,4,3,"PF","GUA"
1977,3,4,"PF","GUA"
1978,3,4,"PF","GUA"
1979,4,5,"PF","GUA"
1980,6,6,"NF","GUA"
1982,6,6,"NF","GUA"
1983,6,6,"NF","GUA"
1984,5,6,"PF","GUA"
1985,4,4,"PF","GUA"
1986,3,3,"PF","GUA"
1987,3,3,"PF","GUA"
1988,3,3,"PF","GUA"
1989,3,3,"PF","GUA"
1990,3,4,"PF","GUA"
1991,3,5,"PF","GUA"
1992,4,5,"PF","GUA"
1993,4,5,"PF","GUA"
1994,4,5,"PF","GUA"
1995,4,5,"PF","GUA"
1996,3,4,"PF","GUA"
1997,3,4,"PF","GUA"
1998,3,4,"PF","GUA"
1999,3,4,"PF","GUA"
2000,3,4,"PF","GUA"
2001,3,4,"PF","GUA"
2002,4,4,"PF","GUA"
2003,4,4,"PF","GUA"
2004,4,4,"PF","GUA"
2005,4,4,"PF","GUA"
2006,3,4,"PF","GUA"
2007,3,4,"PF","GUA"
2008,3,4,"PF","GUA"
2009,4,4,"PF","GUA"
2010,4,4,"PF","GUA"
2011,3,4,"PF","GUA"
2012,3,4,"PF","GUA"
2013,3,4,"PF","GUA"
1974,6,6,"NF","GNB"
1975,6,6,"NF","GNB"
1976,6,6,"NF","GNB"
1977,6,6,"NF","GNB"
1978,6,6,"NF","GNB"
1979,6,6,"NF","GNB"
1980,6,6,"NF","GNB"
1982,6,6,"NF","GNB"
1983,7,6,"NF","GNB"
1984,6,6,"NF","GNB"
1985,6,6,"NF","GNB"
1986,6,7,"NF","GNB"
1987,6,7,"NF","GNB"
1988,6,7,"NF","GNB"
1989,6,6,"NF","GNB"
1990,6,5,"NF","GNB"
1991,6,5,"PF","GNB"
1992,6,5,"PF","GNB"
1993,6,5,"PF","GNB"
1994,3,4,"PF","GNB"
1995,3,4,"PF","GNB"
1996,3,4,"PF","GNB"
1997,3,4,"PF","GNB"
1998,3,5,"PF","GNB"
1999,3,5,"PF","GNB"
2000,4,5,"PF","GNB"
2001,4,5,"PF","GNB"
2002,4,5,"PF","GNB"
2003,6,4,"PF","GNB"
2004,4,4,"PF","GNB"
2005,3,4,"PF","GNB"
2006,4,4,"PF","GNB"
2007,4,4,"PF","GNB"
2008,4,4,"PF","GNB"
2009,4,4,"PF","GNB"
2010,4,4,"PF","GNB"
2011,4,4,"PF","GNB"
2012,6,5,"NF","GNB"
2013,6,5,"NF","GNB"
1972,7,7,"NF","GUI"
1973,7,7,"NF","GUI"
1974,7,7,"NF","GUI"
1975,7,7,"NF","GUI"
1976,7,7,"NF","GUI"
1977,7,7,"NF","GUI"
1978,7,7,"NF","GUI"
1979,7,7,"NF","GUI"
1980,7,7,"NF","GUI"
1982,7,7,"NF","GUI"
1983,7,7,"NF","GUI"
1984,7,5,"NF","GUI"
1985,7,5,"NF","GUI"
1986,7,5,"NF","GUI"
1987,7,6,"NF","GUI"
1988,7,6,"NF","GUI"
1989,7,6,"NF","GUI"
1990,6,5,"NF","GUI"
1991,6,5,"NF","GUI"
1992,6,5,"PF","GUI"
1993,6,5,"NF","GUI"
1994,6,5,"NF","GUI"
1995,6,5,"NF","GUI"
1996,6,5,"NF","GUI"
1997,6,5,"NF","GUI"
1998,6,5,"NF","GUI"
1999,6,5,"NF","GUI"
2000,6,5,"NF","GUI"
2001,6,5,"NF","GUI"
2002,6,5,"NF","GUI"
2003,6,5,"NF","GUI"
2004,6,5,"NF","GUI"
2005,6,5,"NF","GUI"
2006,6,5,"NF","GUI"
2007,6,5,"NF","GUI"
2008,7,5,"NF","GUI"
2009,7,6,"NF","GUI"
2010,5,5,"PF","GUI"
2011,5,5,"PF","GUI"
2012,5,5,"PF","GUI"
2013,5,5,"PF","GUI"
1972,2,2,"F","GUY"
1973,4,2,"PF","GUY"
1974,7,7,"NF","GUY"
1975,4,3,"PF","GUY"
1976,3,3,"PF","GUY"
1977,3,3,"PF","GUY"
1978,4,4,"PF","GUY"
1979,4,4,"PF","GUY"
1980,5,4,"PF","GUY"
1982,5,4,"PF","GUY"
1983,5,5,"PF","GUY"
1984,5,5,"PF","GUY"
1985,5,5,"PF","GUY"
1986,5,5,"PF","GUY"
1987,5,5,"PF","GUY"
1988,5,5,"PF","GUY"
1989,5,4,"PF","GUY"
1990,5,4,"PF","GUY"
1991,5,4,"PF","GUY"
1992,3,3,"PF","GUY"
1993,2,2,"F","GUY"
1994,2,2,"F","GUY"
1995,2,2,"F","GUY"
1996,2,2,"F","GUY"
1997,2,2,"F","GUY"
1998,2,2,"F","GUY"
1999,2,2,"F","GUY"
2000,2,2,"F","GUY"
2001,2,2,"F","GUY"
2002,2,2,"F","GUY"
2003,2,2,"F","GUY"
2004,2,2,"F","GUY"
2005,3,3,"PF","GUY"
2006,2,3,"F","GUY"
2007,2,3,"F","GUY"
2008,2,3,"F","GUY"
2009,2,3,"F","GUY"
2010,2,3,"F","GUY"
2011,2,3,"F","GUY"
2012,2,3,"F","GUY"
2013,2,3,"F","GUY"
1972,7,6,"NF","HAI"
1973,6,6,"NF","HAI"
1974,6,6,"NF","HAI"
1975,6,6,"NF","HAI"
1976,6,6,"NF","HAI"
1977,7,6,"NF","HAI"
1978,7,6,"NF","HAI"
1979,7,6,"NF","HAI"
1980,7,6,"NF","HAI"
1982,7,6,"NF","HAI"
1983,7,6,"NF","HAI"
1984,7,6,"NF","HAI"
1985,7,6,"NF","HAI"
1986,5,4,"PF","HAI"
1987,6,5,"PF","HAI"
1988,7,5,"NF","HAI"
1989,7,5,"NF","HAI"
1990,4,4,"PF","HAI"
1991,7,7,"NF","HAI"
1992,7,7,"NF","HAI"
1993,7,7,"NF","HAI"
1994,5,5,"PF","HAI"
1995,5,5,"PF","HAI"
1996,4,5,"PF","HAI"
1997,4,5,"PF","HAI"
1998,5,5,"PF","HAI"
1999,5,5,"PF","HAI"
2000,6,5,"NF","HAI"
2001,6,6,"NF","HAI"
2002,6,6,"NF","HAI"
2003,6,6,"NF","HAI"
2004,7,6,"NF","HAI"
2005,7,6,"NF","HAI"
2006,4,5,"PF","HAI"
2007,4,5,"PF","HAI"
2008,4,5,"PF","HAI"
2009,4,5,"PF","HAI"
2010,4,5,"PF","HAI"
2011,4,5,"PF","HAI"
2012,4,5,"PF","HAI"
2013,4,5,"PF","HAI"
1972,7,3,"PF","HON"
1973,6,3,"PF","HON"
1974,6,3,"PF","HON"
1975,6,3,"PF","HON"
1976,6,3,"PF","HON"
