"year","fiw.pr","fiw.cl","fiw.status","sftgcode"
1972,4,5,"PF","AFG"
1973,7,6,"NF","AFG"
1974,7,6,"NF","AFG"
1975,7,6,"NF","AFG"
1976,7,6,"NF","AFG"
1977,6,6,"NF","AFG"
1978,7,7,"NF","AFG"
1979,7,7,"NF","AFG"
1980,7,7,"NF","AFG"
1982,7,7,"NF","AFG"
1983,7,7,"NF","AFG"
1984,7,7,"NF","AFG"
1985,7,7,"NF","AFG"
1986,7,7,"NF","AFG"
1987,7,7,"NF","AFG"
1988,6,6,"NF","AFG"
1989,7,7,"NF","AFG"
1990,7,7,"NF","AFG"
1991,7,7,"NF","AFG"
1992,6,6,"NF","AFG"
1993,7,7,"NF","AFG"
1994,7,7,"NF","AFG"
1995,7,7,"NF","AFG"
1996,7,7,"NF","AFG"
1997,7,7,"NF","AFG"
1998,7,7,"NF","AFG"
1999,7,7,"NF","AFG"
2000,7,7,"NF","AFG"
2001,7,7,"NF","AFG"
2002,6,6,"NF","AFG"
2003,6,6,"NF","AFG"
2004,5,6,"NF","AFG"
2005,5,5,"PF","AFG"
2006,5,5,"PF","AFG"
2007,5,5,"PF","AFG"
2008,5,6,"NF","AFG"
2009,6,6,"NF","AFG"
2010,6,6,"NF","AFG"
2011,6,6,"NF","AFG"
2012,6,6,"NF","AFG"
2013,6,6,"NF","AFG"
1972,7,7,"NF","ALB"
1973,7,7,"NF","ALB"
1974,7,7,"NF","ALB"
1975,7,7,"NF","ALB"
1976,7,7,"NF","ALB"
1977,7,7,"NF","ALB"
1978,7,7,"NF","ALB"
1979,7,7,"NF","ALB"
1980,7,7,"NF","ALB"
1982,7,7,"NF","ALB"
1983,7,7,"NF","ALB"
1984,7,7,"NF","ALB"
1985,7,7,"NF","ALB"
1986,7,7,"NF","ALB"
1987,7,7,"NF","ALB"
1988,7,7,"NF","ALB"
1989,7,7,"NF","ALB"
1990,7,6,"NF","ALB"
1991,4,4,"PF","ALB"
1992,4,3,"PF","ALB"
1993,2,4,"PF","ALB"
1994,3,4,"PF","ALB"
1995,3,4,"PF","ALB"
1996,4,4,"PF","ALB"
1997,4,4,"PF","ALB"
1998,4,5,"PF","ALB"
1999,4,5,"PF","ALB"
2000,4,5,"PF","ALB"
2001,3,4,"PF","ALB"
2002,3,3,"PF","ALB"
2003,3,3,"PF","ALB"
2004,3,3,"PF","ALB"
2005,3,3,"PF","ALB"
2006,3,3,"PF","ALB"
2007,3,3,"PF","ALB"
2008,3,3,"PF","ALB"
2009,3,3,"PF","ALB"
2010,3,3,"PF","ALB"
2011,3,3,"PF","ALB"
2012,3,3,"PF","ALB"
2013,3,3,"PF","ALB"
1972,6,6,"NF","ALG"
1973,6,6,"NF","ALG"
1974,6,6,"NF","ALG"
1975,7,6,"NF","ALG"
1976,6,6,"NF","ALG"
1977,6,6,"NF","ALG"
1978,6,6,"NF","ALG"
1979,6,6,"NF","ALG"
1980,6,6,"NF","ALG"
1982,6,6,"NF","ALG"
1983,6,6,"NF","ALG"
1984,6,6,"NF","ALG"
1985,6,6,"NF","ALG"
1986,6,6,"NF","ALG"
1987,6,6,"NF","ALG"
1988,5,6,"NF","ALG"
1989,6,4,"PF","ALG"
1990,4,4,"PF","ALG"
1991,4,4,"PF","ALG"
1992,7,6,"NF","ALG"
1993,7,6,"NF","ALG"
1994,7,7,"NF","ALG"
1995,6,6,"NF","ALG"
1996,6,6,"NF","ALG"
1997,6,6,"NF","ALG"
1998,6,5,"NF","ALG"
1999,6,5,"NF","ALG"
2000,6,5,"NF","ALG"
2001,6,5,"NF","ALG"
2002,6,5,"NF","ALG"
2003,6,5,"NF","ALG"
2004,6,5,"NF","ALG"
2005,6,5,"NF","ALG"
2006,6,5,"NF","ALG"
2007,6,5,"NF","ALG"
2008,6,5,"NF","ALG"
2009,6,5,"NF","ALG"
2010,6,5,"NF","ALG"
2011,6,5,"NF","ALG"
2012,6,5,"NF","ALG"
2013,6,5,"NF","ALG"
1975,6,6,"NF","ANG"
1976,6,6,"NF","ANG"
1977,7,7,"NF","ANG"
1978,7,7,"NF","ANG"
1979,7,7,"NF","ANG"
1980,7,7,"NF","ANG"
1982,7,7,"NF","ANG"
1983,7,7,"NF","ANG"
1984,7,7,"NF","ANG"
1985,7,7,"NF","ANG"
1986,7,7,"NF","ANG"
1987,7,7,"NF","ANG"
1988,7,7,"NF","ANG"
1989,7,7,"NF","ANG"
1990,7,7,"NF","ANG"
1991,6,4,"PF","ANG"
1992,6,6,"NF","ANG"
1993,7,7,"NF","ANG"
1994,7,7,"NF","ANG"
1995,6,6,"NF","ANG"
1996,6,6,"NF","ANG"
1997,6,6,"NF","ANG"
1998,6,6,"NF","ANG"
1999,6,6,"NF","ANG"
2000,6,6,"NF","ANG"
2001,6,6,"NF","ANG"
2002,6,5,"NF","ANG"
2003,6,5,"NF","ANG"
2004,6,5,"NF","ANG"
2005,6,5,"NF","ANG"
2006,6,5,"NF","ANG"
2007,6,5,"NF","ANG"
2008,6,5,"NF","ANG"
2009,6,5,"NF","ANG"
2010,6,5,"NF","ANG"
2011,6,5,"NF","ANG"
2012,6,5,"NF","ANG"
2013,6,5,"NF","ANG"
1972,6,3,"PF","ARG"
1973,2,2,"F","ARG"
1974,2,4,"PF","ARG"
1975,2,4,"PF","ARG"
1976,6,5,"NF","ARG"
1977,6,6,"NF","ARG"
1978,6,5,"NF","ARG"
1979,6,5,"NF","ARG"
1980,6,5,"NF","ARG"
1982,6,5,"NF","ARG"
1983,3,3,"PF","ARG"
1984,2,2,"F","ARG"
1985,2,2,"F","ARG"
1986,2,1,"F","ARG"
1987,2,1,"F","ARG"
1988,2,1,"F","ARG"
1989,1,2,"F","ARG"
1990,1,3,"F","ARG"
1991,1,3,"F","ARG"
1992,2,3,"F","ARG"
1993,2,3,"F","ARG"
1994,2,3,"F","ARG"
1995,2,3,"F","ARG"
1996,2,3,"F","ARG"
1997,2,3,"F","ARG"
1998,3,3,"F","ARG"
1999,2,3,"F","ARG"
2000,1,2,"F","ARG"
2001,3,3,"PF","ARG"
2002,3,3,"PF","ARG"
2003,2,2,"F","ARG"
2004,2,2,"F","ARG"
2005,2,2,"F","ARG"
2006,2,2,"F","ARG"
2007,2,2,"F","ARG"
2008,2,2,"F","ARG"
2009,2,2,"F","ARG"
2010,2,2,"F","ARG"
2011,2,2,"F","ARG"
2012,2,2,"F","ARG"
2013,2,2,"F","ARG"
1991,5,5,"PF","ARM"
1992,4,3,"PF","ARM"
1993,3,4,"PF","ARM"
1994,3,4,"PF","ARM"
1995,4,4,"PF","ARM"
1996,5,4,"PF","ARM"
1997,5,4,"PF","ARM"
1998,4,4,"PF","ARM"
1999,4,4,"PF","ARM"
2000,4,4,"PF","ARM"
2001,4,4,"PF","ARM"
2002,4,4,"PF","ARM"
2003,4,4,"PF","ARM"
2004,5,4,"PF","ARM"
2005,5,4,"PF","ARM"
2006,5,4,"PF","ARM"
2007,5,4,"PF","ARM"
2008,6,4,"PF","ARM"
2009,6,4,"PF","ARM"
2010,6,4,"PF","ARM"
2011,6,4,"PF","ARM"
2012,5,4,"PF","ARM"
2013,5,4,"PF","ARM"
1972,1,1,"F","AUL"
1973,1,1,"F","AUL"
1974,1,1,"F","AUL"
1975,1,1,"F","AUL"
1976,1,1,"F","AUL"
1977,1,1,"F","AUL"
1978,1,1,"F","AUL"
1979,1,1,"F","AUL"
1980,1,1,"F","AUL"
1982,1,1,"F","AUL"
1983,1,1,"F","AUL"
1984,1,1,"F","AUL"
1985,1,1,"F","AUL"
1986,1,1,"F","AUL"
1987,1,1,"F","AUL"
1988,1,1,"F","AUL"
1989,1,1,"F","AUL"
1990,1,1,"F","AUL"
1991,1,1,"F","AUL"
1992,1,1,"F","AUL"
1993,1,1,"F","AUL"
1994,1,1,"F","AUL"
1995,1,1,"F","AUL"
1996,1,1,"F","AUL"
1997,1,1,"F","AUL"
1998,1,1,"F","AUL"
1999,1,1,"F","AUL"
2000,1,1,"F","AUL"
2001,1,1,"F","AUL"
2002,1,1,"F","AUL"
2003,1,1,"F","AUL"
2004,1,1,"F","AUL"
2005,1,1,"F","AUL"
2006,1,1,"F","AUL"
2007,1,1,"F","AUL"
2008,1,1,"F","AUL"
2009,1,1,"F","AUL"
2010,1,1,"F","AUL"
2011,1,1,"F","AUL"
2012,1,1,"F","AUL"
2013,1,1,"F","AUL"
1972,1,1,"F","AUS"
1973,1,1,"F","AUS"
1974,1,1,"F","AUS"
1975,1,1,"F","AUS"
1976,1,1,"F","AUS"
1977,1,1,"F","AUS"
1978,1,1,"F","AUS"
1979,1,1,"F","AUS"
1980,1,1,"F","AUS"
1982,1,1,"F","AUS"
1983,1,1,"F","AUS"
1984,1,1,"F","AUS"
1985,1,1,"F","AUS"
1986,1,1,"F","AUS"
1987,1,1,"F","AUS"
1988,1,1,"F","AUS"
1989,1,1,"F","AUS"
1990,1,1,"F","AUS"
1991,1,1,"F","AUS"
1992,1,1,"F","AUS"
1993,1,1,"F","AUS"
1994,1,1,"F","AUS"
1995,1,1,"F","AUS"
1996,1,1,"F","AUS"
1997,1,1,"F","AUS"
1998,1,1,"F","AUS"
1999,1,1,"F","AUS"
2000,1,1,"F","AUS"
2001,1,1,"F","AUS"
2002,1,1,"F","AUS"
2003,1,1,"F","AUS"
2004,1,1,"F","AUS"
2005,1,1,"F","AUS"
2006,1,1,"F","AUS"
2007,1,1,"F","AUS"
2008,1,1,"F","AUS"
2009,1,1,"F","AUS"
2010,1,1,"F","AUS"
2011,1,1,"F","AUS"
2012,1,1,"F","AUS"
2013,1,1,"F","AUS"
1991,5,5,"PF","AZE"
1992,5,5,"PF","AZE"
1993,6,6,"NF","AZE"
1994,6,6,"NF","AZE"
1995,6,6,"NF","AZE"
1996,6,5,"NF","AZE"
1997,6,4,"PF","AZE"
1998,6,4,"PF","AZE"
1999,6,4,"PF","AZE"
2000,6,5,"PF","AZE"
2001,6,5,"PF","AZE"
2002,6,5,"PF","AZE"
2003,6,5,"NF","AZE"
2004,6,5,"NF","AZE"
2005,6,5,"NF","AZE"
2006,6,5,"NF","AZE"
2007,6,5,"NF","AZE"
2008,6,5,"NF","AZE"
2009,6,5,"NF","AZE"
2010,6,5,"NF","AZE"
2011,6,5,"NF","AZE"
2012,6,5,"NF","AZE"
2013,6,6,"NF","AZE"
1973,1,2,"F","BHM"
1974,1,2,"F","BHM"
1975,1,2,"F","BHM"
1976,1,2,"F","BHM"
1977,1,2,"F","BHM"
1978,1,2,"F","BHM"
1979,1,2,"F","BHM"
1980,1,2,"F","BHM"
1982,1,2,"F","BHM"
1983,2,2,"F","BHM"
1984,2,2,"F","BHM"
1985,2,2,"F","BHM"
1986,2,2,"F","BHM"
1987,2,3,"F","BHM"
1988,2,3,"F","BHM"
1989,2,3,"F","BHM"
1990,2,3,"F","BHM"
1991,2,3,"F","BHM"
1992,1,2,"F","BHM"
1993,1,2,"F","BHM"
1994,1,2,"F","BHM"
1995,1,2,"F","BHM"
1996,1,2,"F","BHM"
1997,1,2,"F","BHM"
1998,1,2,"F","BHM"
1999,1,1,"F","BHM"
2000,1,1,"F","BHM"
2001,1,1,"F","BHM"
2002,1,1,"F","BHM"
2003,1,1,"F","BHM"
2004,1,1,"F","BHM"
2005,1,1,"F","BHM"
2006,1,1,"F","BHM"
2007,1,1,"F","BHM"
2008,1,1,"F","BHM"
2009,1,1,"F","BHM"
2010,1,1,"F","BHM"
2011,1,1,"F","BHM"
2012,1,1,"F","BHM"
2013,1,1,"F","BHM"
1972,6,5,"NF","BAH"
1973,6,5,"NF","BAH"
1974,4,4,"PF","BAH"
1975,6,4,"PF","BAH"
1976,6,4,"PF","BAH"
1977,6,4,"PF","BAH"
1978,6,4,"PF","BAH"
1979,5,4,"PF","BAH"
1980,5,5,"PF","BAH"
1982,5,5,"PF","BAH"
1983,5,5,"PF","BAH"
1984,5,5,"PF","BAH"
1985,5,5,"PF","BAH"
1986,5,5,"PF","BAH"
1987,5,5,"PF","BAH"
1988,5,5,"PF","BAH"
1989,6,5,"PF","BAH"
1990,6,5,"PF","BAH"
1991,6,5,"PF","BAH"
1992,6,5,"PF","BAH"
1993,6,6,"NF","BAH"
1994,6,6,"NF","BAH"
1995,6,6,"NF","BAH"
1996,7,6,"NF","BAH"
1997,7,6,"NF","BAH"
1998,7,6,"NF","BAH"
1999,7,6,"NF","BAH"
2000,7,6,"NF","BAH"
2001,6,5,"NF","BAH"
2002,5,5,"PF","BAH"
2003,5,5,"PF","BAH"
2004,5,5,"PF","BAH"
2005,5,5,"PF","BAH"
2006,5,5,"PF","BAH"
2007,5,5,"PF","BAH"
2008,5,5,"PF","BAH"
2009,6,5,"NF","BAH"
2010,6,5,"NF","BAH"
2011,6,6,"NF","BAH"
2012,6,6,"NF","BAH"
2013,6,6,"NF","BAH"
1972,2,4,"PF","BNG"
1973,4,4,"PF","BNG"
1974,4,4,"PF","BNG"
1975,7,5,"NF","BNG"
1976,7,4,"PF","BNG"
1977,6,4,"PF","BNG"
1978,4,4,"PF","BNG"
1979,3,3,"PF","BNG"
1980,3,4,"PF","BNG"
1982,5,5,"PF","BNG"
1983,6,5,"PF","BNG"
1984,6,5,"PF","BNG"
1985,5,5,"PF","BNG"
1986,4,5,"PF","BNG"
1987,4,5,"PF","BNG"
1988,4,5,"PF","BNG"
1989,4,4,"PF","BNG"
1990,5,5,"PF","BNG"
1991,2,3,"F","BNG"
1992,2,3,"F","BNG"
1993,2,4,"PF","BNG"
1994,2,4,"PF","BNG"
1995,3,4,"PF","BNG"
1996,2,4,"PF","BNG"
1997,2,4,"PF","BNG"
1998,2,4,"PF","BNG"
1999,3,4,"PF","BNG"
2000,3,4,"PF","BNG"
2001,3,4,"PF","BNG"
2002,4,4,"PF","BNG"
2003,4,4,"PF","BNG"
2004,4,4,"PF","BNG"
2005,4,4,"PF","BNG"
2006,4,4,"PF","BNG"
2007,5,4,"PF","BNG"
2008,4,4,"PF","BNG"
2009,3,4,"PF","BNG"
2010,3,4,"PF","BNG"
2011,3,4,"PF","BNG"
2012,3,4,"PF","BNG"
2013,3,4,"PF","BNG"
1972,1,1,"F","BAR"
1973,1,1,"F","BAR"
1974,1,1,"F","BAR"
1975,1,1,"F","BAR"
1976,1,1,"F","BAR"
1977,1,1,"F","BAR"
1978,1,1,"F","BAR"
1979,1,1,"F","BAR"
1980,1,1,"F","BAR"
1982,1,1,"F","BAR"
1983,1,1,"F","BAR"
1984,1,2,"F","BAR"
1985,1,2,"F","BAR"
1986,1,1,"F","BAR"
1987,1,1,"F","BAR"
1988,1,1,"F","BAR"
1989,1,1,"F","BAR"
1990,1,1,"F","BAR"
1991,1,1,"F","BAR"
1992,1,1,"F","BAR"
1993,1,1,"F","BAR"
1994,1,1,"F","BAR"
1995,1,1,"F","BAR"
1996,1,1,"F","BAR"
1997,1,1,"F","BAR"
1998,1,1,"F","BAR"
1999,1,1,"F","BAR"
2000,1,1,"F","BAR"
2001,1,1,"F","BAR"
2002,1,1,"F","BAR"
2003,1,1,"F","BAR"
2004,1,1,"F","BAR"
2005,1,1,"F","BAR"
2006,1,1,"F","BAR"
2007,1,1,"F","BAR"
2008,1,1,"F","BAR"
2009,1,1,"F","BAR"
2010,1,1,"F","BAR"
2011,1,1,"F","BAR"
2012,1,1,"F","BAR"
2013,1,1,"F","BAR"
1991,4,4,"PF","BLR"
1992,4,3,"PF","BLR"
1993,5,4,"PF","BLR"
1994,4,4,"PF","BLR"
1995,5,5,"PF","BLR"
1996,6,6,"NF","BLR"
1997,6,6,"NF","BLR"
1998,6,6,"NF","BLR"
1999,6,6,"NF","BLR"
2000,6,6,"NF","BLR"
2001,6,6,"NF","BLR"
2002,6,6,"NF","BLR"
2003,6,6,"NF","BLR"
2004,7,6,"NF","BLR"
2005,7,6,"NF","BLR"
2006,7,6,"NF","BLR"
2007,7,6,"NF","BLR"
2008,7,6,"NF","BLR"
2009,7,6,"NF","BLR"
2010,7,6,"NF","BLR"
2011,7,6,"NF","BLR"
2012,7,6,"NF","BLR"
2013,7,6,"NF","BLR"
1972,1,1,"F","BEL"
1973,1,1,"F","BEL"
1974,1,1,"F","BEL"
1975,1,1,"F","BEL"
1976,1,1,"F","BEL"
1977,1,1,"F","BEL"
1978,1,1,"F","BEL"
1979,1,1,"F","BEL"
1980,1,1,"F","BEL"
1982,1,1,"F","BEL"
1983,1,1,"F","BEL"
1984,1,1,"F","BEL"
1985,1,1,"F","BEL"
1986,1,1,"F","BEL"
1987,1,1,"F","BEL"
1988,1,1,"F","BEL"
1989,1,1,"F","BEL"
1990,1,1,"F","BEL"
1991,1,1,"F","BEL"
1992,1,1,"F","BEL"
1993,1,1,"F","BEL"
1994,1,1,"F","BEL"
1995,1,1,"F","BEL"
1996,1,2,"F","BEL"
1997,1,2,"F","BEL"
1998,1,2,"F","BEL"
1999,1,2,"F","BEL"
2000,1,2,"F","BEL"
2001,1,2,"F","BEL"
2002,1,1,"F","BEL"
2003,1,1,"F","BEL"
2004,1,1,"F","BEL"
2005,1,1,"F","BEL"
2006,1,1,"F","BEL"
2007,1,1,"F","BEL"
2008,1,1,"F","BEL"
2009,1,1,"F","BEL"
2010,1,1,"F","BEL"
2011,1,1,"F","BEL"
2012,1,1,"F","BEL"
2013,1,1,"F","BEL"
1982,1,2,"F","BLZ"
1983,1,2,"F","BLZ"
1984,2,1,"F","BLZ"
1985,1,1,"F","BLZ"
1986,1,1,"F","BLZ"
1987,1,1,"F","BLZ"
1988,1,2,"F","BLZ"
1989,1,2,"F","BLZ"
1990,1,2,"F","BLZ"
1991,1,1,"F","BLZ"
1992,1,1,"F","BLZ"
1993,1,1,"F","BLZ"
1994,1,1,"F","BLZ"
1995,1,1,"F","BLZ"
1996,1,1,"F","BLZ"
1997,1,1,"F","BLZ"
1998,1,1,"F","BLZ"
1999,1,1,"F","BLZ"
2000,1,1,"F","BLZ"
2001,1,2,"F","BLZ"
2002,1,2,"F","BLZ"
2003,1,2,"F","BLZ"
2004,1,2,"F","BLZ"
2005,1,2,"F","BLZ"
2006,1,2,"F","BLZ"
2007,1,2,"F","BLZ"
2008,1,2,"F","BLZ"
2009,1,2,"F","BLZ"
2010,1,2,"F","BLZ"
2011,1,2,"F","BLZ"
2012,1,2,"F","BLZ"
2013,1,2,"F","BLZ"
1972,7,5,"NF","BEN"
1973,7,5,"NF","BEN"
1974,7,6,"NF","BEN"
1975,7,7,"NF","BEN"
1976,7,7,"NF","BEN"
1977,7,7,"NF","BEN"
1978,7,7,"NF","BEN"
1979,7,6,"NF","BEN"
1980,7,6,"NF","BEN"
1982,7,6,"NF","BEN"
1983,7,6,"NF","BEN"
1984,7,7,"NF","BEN"
1985,7,7,"NF","BEN"
1986,7,7,"NF","BEN"
1987,7,7,"NF","BEN"
1988,7,7,"NF","BEN"
1989,7,7,"NF","BEN"
1990,6,4,"PF","BEN"
1991,2,3,"F","BEN"
1992,2,3,"F","BEN"
1993,2,3,"F","BEN"
1994,2,3,"F","BEN"
1995,2,2,"F","BEN"
1996,2,2,"F","BEN"
1997,2,2,"F","BEN"
1998,2,2,"F","BEN"
1999,2,3,"F","BEN"
2000,2,2,"F","BEN"
2001,3,2,"F","BEN"
2002,3,2,"F","BEN"
2003,2,2,"F","BEN"
2004,2,2,"F","BEN"
2005,2,2,"F","BEN"
2006,2,2,"F","BEN"
2007,2,2,"F","BEN"
2008,2,2,"F","BEN"
2009,2,2,"F","BEN"
2010,2,2,"F","BEN"
2011,2,2,"F","BEN"
2012,2,2,"F","BEN"
2013,2,2,"F","BEN"
1972,4,4,"PF","BHU"
1973,4,4,"PF","BHU"
1974,4,4,"PF","BHU"
1975,4,4,"PF","BHU"
1976,4,4,"PF","BHU"
1977,4,4,"PF","BHU"
1978,5,5,"PF","BHU"
1979,5,5,"PF","BHU"
1980,5,5,"PF","BHU"
1982,5,5,"PF","BHU"
1983,5,5,"PF","BHU"
1984,5,5,"PF","BHU"
1985,5,5,"PF","BHU"
1986,5,5,"PF","BHU"
1987,5,5,"PF","BHU"
1988,5,5,"PF","BHU"
1989,6,5,"PF","BHU"
1990,6,5,"PF","BHU"
1991,6,5,"PF","BHU"
1992,7,6,"NF","BHU"
1993,7,7,"NF","BHU"
1994,7,7,"NF","BHU"
1995,7,7,"NF","BHU"
1996,7,7,"NF","BHU"
1997,7,7,"NF","BHU"
1998,7,6,"NF","BHU"
1999,7,6,"NF","BHU"
2000,7,6,"NF","BHU"
2001,7,6,"NF","BHU"
2002,6,5,"NF","BHU"
2003,6,5,"NF","BHU"
2004,6,5,"NF","BHU"
2005,6,5,"NF","BHU"
2006,6,5,"NF","BHU"
2007,6,5,"NF","BHU"
2008,4,5,"PF","BHU"
2009,4,5,"PF","BHU"
2010,4,5,"PF","BHU"
2011,4,5,"PF","BHU"
2012,4,5,"PF","BHU"
2013,3,4,"PF","BHU"
1972,5,4,"PF","BOL"
1973,5,4,"PF","BOL"
1974,6,5,"NF","BOL"
1975,6,5,"NF","BOL"
1976,6,4,"PF","BOL"
1977,6,4,"PF","BOL"
1978,5,3,"PF","BOL"
1979,3,3,"PF","BOL"
1980,7,5,"NF","BOL"
1982,7,4,"PF","BOL"
1983,2,3,"F","BOL"
1984,2,3,"F","BOL"
1985,2,3,"F","BOL"
1986,2,3,"F","BOL"
1987,2,3,"F","BOL"
1988,2,3,"F","BOL"
1989,2,3,"F","BOL"
1990,2,3,"F","BOL"
1991,2,3,"F","BOL"
1992,2,3,"F","BOL"
1993,2,3,"F","BOL"
1994,2,3,"F","BOL"
1995,2,4,"PF","BOL"
1996,2,3,"F","BOL"
1997,1,3,"F","BOL"
1998,1,3,"F","BOL"
1999,1,3,"F","BOL"
2000,1,3,"F","BOL"
2001,1,3,"F","BOL"
2002,2,3,"F","BOL"
2003,3,3,"PF","BOL"
2004,3,3,"PF","BOL"
2005,3,3,"PF","BOL"
2006,3,3,"PF","BOL"
2007,3,3,"PF","BOL"
2008,3,3,"PF","BOL"
2009,3,3,"PF","BOL"
2010,3,3,"PF","BOL"
2011,3,3,"PF","BOL"
2012,3,3,"PF","BOL"
2013,3,3,"PF","BOL"
1992,6,6,"NF","BOS"
1993,6,6,"NF","BOS"
1994,6,6,"NF","BOS"
1995,6,6,"NF","BOS"
1996,5,5,"PF","BOS"
1997,5,5,"PF","BOS"
1998,5,5,"PF","BOS"
1999,5,5,"PF","BOS"
2000,5,4,"PF","BOS"
2001,5,4,"PF","BOS"
2002,4,4,"PF","BOS"
2003,4,4,"PF","BOS"
2004,4,3,"PF","BOS"
2005,4,3,"PF","BOS"
2006,3,3,"PF","BOS"
2007,4,3,"PF","BOS"
2008,4,3,"PF","BOS"
2009,4,3,"PF","BOS"
2010,4,3,"PF","BOS"
2011,4,3,"PF","BOS"
2012,3,3,"PF","BOS"
2013,3,3,"PF","BOS"
1972,3,4,"PF","BOT"
1973,2,3,"F","BOT"
1974,2,3,"F","BOT"
1975,2,3,"F","BOT"
1976,2,3,"F","BOT"
1977,2,3,"F","BOT"
1978,2,3,"F","BOT"
1979,2,2,"F","BOT"
1980,2,3,"F","BOT"
1982,2,3,"F","BOT"
1983,2,3,"F","BOT"
1984,2,3,"F","BOT"
1985,2,3,"F","BOT"
1986,2,3,"F","BOT"
1987,2,3,"F","BOT"
1988,2,3,"F","BOT"
1989,1,2,"F","BOT"
1990,1,2,"F","BOT"
1991,1,2,"F","BOT"
1992,1,2,"F","BOT"
1993,2,3,"F","BOT"
1994,2,3,"F","BOT"
1995,2,2,"F","BOT"
1996,2,2,"F","BOT"
1997,2,2,"F","BOT"
1998,2,2,"F","BOT"
1999,2,2,"F","BOT"
2000,2,2,"F","BOT"
2001,2,2,"F","BOT"
2002,2,2,"F","BOT"
2003,2,2,"F","BOT"
2004,2,2,"F","BOT"
2005,2,2,"F","BOT"
2006,2,2,"F","BOT"
2007,2,2,"F","BOT"
2008,2,2,"F","BOT"
2009,3,2,"F","BOT"
2010,3,2,"F","BOT"
2011,3,2,"F","BOT"
2012,3,2,"F","BOT"
2013,3,2,"F","BOT"
1972,5,5,"PF","BRA"
1973,5,5,"PF","BRA"
1974,4,4,"PF","BRA"
1975,4,5,"PF","BRA"
1976,4,5,"PF","BRA"
1977,4,5,"PF","BRA"
1978,4,4,"PF","BRA"
1979,4,3,"PF","BRA"
1980,4,3,"PF","BRA"
1982,4,3,"PF","BRA"
1983,3,3,"PF","BRA"
1984,3,3,"PF","BRA"
1985,3,2,"F","BRA"
1986,2,2,"F","BRA"
1987,2,2,"F","BRA"
1988,2,3,"F","BRA"
1989,2,2,"F","BRA"
1990,2,3,"F","BRA"
1991,2,3,"F","BRA"
1992,2,3,"F","BRA"
1993,3,4,"PF","BRA"
1994,2,4,"PF","BRA"
1995,2,4,"PF","BRA"
1996,2,4,"PF","BRA"
1997,3,4,"PF","BRA"
1998,3,4,"PF","BRA"
1999,3,4,"PF","BRA"
2000,3,3,"PF","BRA"
2001,3,3,"PF","BRA"
2002,2,3,"F","BRA"
2003,2,3,"F","BRA"
2004,2,3,"F","BRA"
2005,2,2,"F","BRA"
2006,2,2,"F","BRA"
2007,2,2,"F","BRA"
2008,2,2,"F","BRA"
2009,2,2,"F","BRA"
2010,2,2,"F","BRA"
2011,2,2,"F","BRA"
2012,2,2,"F","BRA"
2013,2,2,"F","BRA"
1972,6,5,"NF","BRU"
1973,6,5,"NF","BRU"
1974,6,5,"NF","BRU"
1975,6,5,"NF","BRU"
1976,6,5,"NF","BRU"
1984,6,6,"NF","BRU"
1985,6,5,"PF","BRU"
1986,6,5,"PF","BRU"
1987,6,5,"PF","BRU"
1988,6,6,"NF","BRU"
1989,6,6,"NF","BRU"
1990,6,5,"NF","BRU"
1991,6,5,"NF","BRU"
1992,7,6,"NF","BRU"
1993,7,6,"NF","BRU"
1994,7,6,"NF","BRU"
1995,7,5,"NF","BRU"
1996,7,5,"NF","BRU"
1997,7,5,"NF","BRU"
1998,7,5,"NF","BRU"
1999,7,5,"NF","BRU"
2000,7,5,"NF","BRU"
2001,7,5,"NF","BRU"
2002,6,5,"NF","BRU"
2003,6,5,"NF","BRU"
2004,6,5,"NF","BRU"
2005,6,5,"NF","BRU"
2006,6,5,"NF","BRU"
2007,6,5,"NF","BRU"
2008,6,5,"NF","BRU"
2009,6,5,"NF","BRU"
2010,6,5,"NF","BRU"
2011,6,5,"NF","BRU"
2012,6,5,"NF","BRU"
2013,6,5,"NF","BRU"
1972,7,7,"NF","BUL"
1973,7,7,"NF","BUL"
1974,7,7,"NF","BUL"
1975,7,7,"NF","BUL"
1976,7,7,"NF","BUL"
1977,7,7,"NF","BUL"
1978,7,7,"NF","BUL"
1979,7,7,"NF","BUL"
1980,7,7,"NF","BUL"
1982,7,7,"NF","BUL"
1983,7,7,"NF","BUL"
1984,7,7,"NF","BUL"
1985,7,7,"NF","BUL"
1986,7,7,"NF","BUL"
1987,7,7,"NF","BUL"
1988,7,7,"NF","BUL"
1989,7,7,"NF","BUL"
1990,3,4,"PF","BUL"
1991,2,3,"F","BUL"
1992,2,3,"F","BUL"
1993,2,2,"F","BUL"
1994,2,2,"F","BUL"
1995,2,2,"F","BUL"
1996,2,3,"F","BUL"
1997,2,3,"F","BUL"
1998,2,3,"F","BUL"
1999,2,3,"F","BUL"
2000,2,3,"F","BUL"
2001,1,3,"F","BUL"
2002,1,2,"F","BUL"
2003,1,2,"F","BUL"
2004,1,2,"F","BUL"
2005,1,2,"F","BUL"
2006,1,2,"F","BUL"
2007,1,2,"F","BUL"
2008,2,2,"F","BUL"
2009,2,2,"F","BUL"
2010,2,2,"F","BUL"
2011,2,2,"F","BUL"
2012,2,2,"F","BUL"
2013,2,2,"F","BUL"
1972,3,4,"PF","BFO"
1973,3,4,"PF","BFO"
1974,6,4,"PF","BFO"
